		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-12	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-11-28	2023-12-14	2024-01-19	2024-02-15	2024-03-14	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
hot water systems diamond creek		3	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	2	2	2	2	3	2
hot water systems elwood		3	2	3	6	3	4	4	3	4	3	3	3	1	2	1	1	1	1	1	1	25	1	2	4	4	5	4	3	2	1	1	1	1	1	1	1	1	2
hot water systems emerald		2	2	2	1	1	1	6	1	2	3	3	3	4	3	3	3	2	2	1	13	12	1	2	2	2	2	3	3	7	5	4	4	5	4	12	8	5	12
hot water systems hampton		2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water systems malvern		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1
hot water systems mornington		9	10	-	10	9	6	5	6	7	6	5	5	3	2	4	4	2	4	4	20	26	38	38	35	4	4	4	8	8	7	5	7	5	4	6	8	8	6
hot water systems oakleigh		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water systems sandringham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	24	1	2	3	3	2	5	4	5	3	3	3	1	4	1	1	1
hot water systems south yarra		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
hot water systems springvale		4	3	4	4	4	6	6	5	5	3	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1
hot water systems sunbury		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	2	2	1	3	2	2	2	2	2	2	2	2
hot water systems toorak		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	16	8	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1
hot water service carlton		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1
hot water systems carlton		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2
hot water replacement box hill		1	1	1	2	1	1	1	2	2	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	4
hot water replacement bayside		2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	1	3	3	3	2	3	1	1
hot water replacement beaumaris		1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	15	26	21	1	1	1	2	2	1	2	2	2	3	3	2	2	2	3
hot water replacement brighton		1	1	1	1	1	1	1	1	1	1	1	1	1	1	20	1	1	1	1	1	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1
hot water replacement carlton		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water replacement caroline springs		2	2	1	2	1	2	2	2	1	2	2	2	3	3	2	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	4	3	3	1	1	1	2
hot water replacement caulfield		1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	2	2	3	3	4	1	2
hot water replacement chadstone		1	-	1	1	1	27	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	3	3	5	2	3	1
hot water replacement clayton		1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
hot water replacement coburg		1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
hot water replacement craigieburn		2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	11	7	1	2	2	2	1	2	1	1	1	1	1	2	2	1	1	1
hot water replacement dandenong		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water replacement diamond creek		1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water replacement doncaster		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	4	2	2	1	1
hot water replacement elwood		2	2	4	5	3	2	2	2	3	3	3	3	3	3	2	2	1	2	3	2	8	3	2	3	5	5	5	4	3	4	2	2	2	2	2	1	1	1
hot water replacement emerald		1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
hot water replacement epping		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	46	2
hot water replacement essendon		2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	3	3	1	3	1	2	3	3	2	3	2	3	2	2	2	2	2	2	2	2
hot water replacement frankston		1	2	2	3	2	2	2	2	2	2	3	3	3	4	3	3	1	1	1	5	8	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
hot water replacement glen waverley		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	4	1	1	2
hot water replacement greensborough		1	1	2	1	1	1	1	1	1	1	3	3	3	3	2	2	2	2	4	3	10	3	3	2	2	2	2	3	2	3	4	3	3	3	3	3	3	3
hot water replacement hampton		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water replacement lilydale		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
hot water replacement malvern		1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	4	2	-	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1
hot water replacement moorabbin		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water replacement mordialloc		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	10	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
hot water replacement mornington		8	8	8	6	4	1	2	2	2	3	3	2	2	2	2	2	2	2	4	19	23	28	27	31	4	3	4	5	4	4	4	4	4	4	4	6	4	5
hot water replacement oakleigh		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water replacement pakenham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
hot water replacement ringwood		1	1	2	1	1	2	1	1	1	2	2	2	2	2	1	1	1	1	2	2	1	3	1	1	1	1	1	1	1	2	2	2	1	2	1	2	1	1
hot water replacement sandringham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13	25	1	1	1	1	1	1	1	3	4	2	2	1	1	1	1	2
hot water replacement seaford		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	2	2	3	3	6	4	3	1	2	2	3
hot water replacement south melbourne		1	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water replacement south yarra		1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	4	1	1	1	1	1	1	1	1
hot water replacement springvale		1	1	2	3	2	2	2	1	4	1	2	2	2	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	2	2	2	2	3	3	1	1	1
hot water replacement sunbury		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1
hot water replacement sunshine		1	1	1	2	2	1	2	1	1	1	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
hot water replacement toorak		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	13	10	1	1	1	1	1	1	1	1	2	1	2	3	1	1	1	1
hot water replacement werribee		2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	1	1	2	2	1	2	2	2	2	1	1	1	1	1	1	1	2	1	3	1	2
hot water replacement yarraville		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
