		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-14	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
roadworthy certificate greensborough		6	4	5	5	5	11	11	10	9	8	9	9	8	6	8	8	9	7	6	9	9	7	5	5	4	4	8	8	6	8	7	10	7	8	8	7	6
roadworthy certificate preston		4	5	8	7	7	5	6	6	6	5	6	7	6	6	6	5	7	7	8	9	9	6	7	7	7	9	9	9	9	9	10	9	5	12	13	12	8
car mechanic broadmeadows		8	8	9	8	11	13	11	14	17	17	15	17	16	15	18	20	17	16	16	20	18	19	16	12	14	13	11	10	11	11	9	8	7	14	15	13	12
car service broadmeadows		6	6	6	11	17	14	10	14	14	15	14	15	15	16	17	20	18	18	17	19	17	17	16	15	17	15	7	5	6	5	4	8	7	7	7	10	9
mechanic broadmeadows		16	15	14	28	22	19	20	19	23	26	22	20	19	20	23	24	22	19	15	24	19	20	17	14	21	15	13	14	16	89	16	16	12	12	17	13	15
roadworthy certificate broadmeadows		1	2	2	2	3	2	1	1	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	5	5	6	5	6	6	6	7
bmw mechanic brunswick		8	6	9	8	8	9	7	10	9	10	7	9	8	8	10	11	16	13	9	10	9	7	7	7	6	5	6	6	5	6	6	11	7	8	7	6	6
bmw service brunswick		9	6	9	9	9	9	6	8	10	9	9	9	10	8	10	10	10	9	7	12	10	8	9	4	4	6	4	5	5	4	5	7	5	6	5	6	6
volkswagen service brunswick		6	6	4	5	5	5	5	5	5	5	5	6	5	5	5	5	6	5	7	8	8	7	8	7	10	10	9	10	-	34	34	-	-	12	9	-	-
bmw service bundoora		8	8	9	10	8	9	7	7	5	11	11	8	7	11	17	5	15	13	14	16	20	15	17	15	9	12	9	10	10	12	11	19	13	9	8	9	9
car service campbellfield		13	15	11	12	12	14	15	14	15	12	15	14	13	13	13	12	12	12	12	12	13	13	9	12	-	13	15	13	12	11	13	12	14	20	19	19	25
mechanic campbellfield		36	38	32	32	37	29	27	20	22	20	23	20	20	15	17	16	13	14	16	17	17	17	16	16	10	15	16	17	13	15	14	15	21	17	16	15	19
roadworthy certificate campbellfield		4	4	5	4	4	5	5	4	4	3	4	4	4	4	4	4	4	4	3	4	4	5	4	4	4	3	3	2	2	2	2	3	4	2	4	4	4
audi service fairfield		84	75	74	77	4	70	72	3	3	3	3	3	3	2	3	53	29	36	32	58	31	15	5	4	1	1	1	1	1	1	1	1	1	1	1	1	1
bmw service fairfield		77	4	3	4	5	49	66	62	59	65	5	3	79	56	2	61	59	2	2	77	30	16	33	8	1	2	2	1	2	2	2	1	1	3	2	2	2
mercedes service fairfield		63	61	63	64	60	63	72	70	69	62	6	72	73	63	63	72	67	84	72	72	55	70	79	86	4	6	5	6	7	8	7	13	7	9	7	6	8
vw service fairfield		65	4	4	8	6	78	76	72	63	74	19	14	7	82	17	19	78	81	76	14	20	53	26	23	4	6	4	5	6	5	4	4	4	4	4	4	4
car service fawkner		5	2	2	2	2	3	3	4	4	5	6	6	7	7	7	5	4	6	8	11	8	7	6	8	4	6	8	4	4	3	3	4	4	6	7	14	16
mechanic fawkner		6	8	12	9	9	21	10	18	15	15	13	13	11	8	10	9	8	6	8	9	10	8	8	7	7	15	14	11	13	12	14	15	13	13	9	13	21
car service glenroy		8	5	8	12	12	10	8	11	10	13	16	14	13	10	12	10	7	8	9	11	9	11	9	8	8	8	9	10	10	8	8	8	7	9	10	8	9
mechanic glenroy		15	15	16	19	18	16	14	16	18	20	20	19	22	13	16	17	11	12	13	16	13	13	12	12	10	12	11	12	12	12	11	12	9	11	11	11	10
car service pascoe vale		5	7	3	4	4	5	4	6	4	6	5	7	5	5	10	12	11	14	13	11	11	12	11	9	10	12	10	13	16	14	13	13	9	15	12	12	14
mechanic pascoe vale		8	8	7	7	7	9	8	9	10	11	9	8	11	6	13	14	14	15	18	16	21	15	14	12	13	13	14	17	18	17	18	16	12	15	14	15	15
audi service preston		8	12	9	6	8	12	8	12	12	8	13	12	14	11	12	5	6	5	5	7	22	5	6	4	4	5	4	5	2	4	2	2	2	2	2	2	2
bmw service preston		5	5	4	4	4	8	5	16	11	11	16	19	20	47	14	10	10	7	10	17	64	23	26	34	60	66	8	33	-	-	-	-	-	-	55	-	6
land rover service preston		8	5	6	7	7	7	5	7	5	7	12	11	13	10	10	10	1	1	7	8	1	4	24	3	3	10	2	1	2	2	2	18	3	3	2	1	5
mercedes service preston		8	7	8	11	11	8	8	8	9	8	12	12	13	9	10	7	10	7	6	7	7	6	7	6	5	6	4	5	4	4	5	7	5	5	4	4	4
