		2021-11-18	2021-12-08	2021-12-20	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-07-31	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-07	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
bin hire wantirna		-	-	5	5	4	3	3	5	7	6	6	8	8	6	6	7	7	6	7	7	9	6	5	5	7	6	6	6	7	7	4	3	5	5	6	5	11	4	10
bin hire warburton		4	4	4	3	3	2	2	2	2	2	2	3	2	3	3	3	3	4	4	4	6	5	5	6	8	8	7	8	5	5	4	3	4	4	5	4	4	3	3
bin hire warrandyte		-	-	4	4	4	5	-	4	5	4	3	4	4	5	6	6	7	5	4	5	7	5	9	5	7	7	8	6	7	7	7	8	9	9	8	8	8	11	7
bin hire wheelers hill		-	6	4	3	1	1	1	1	1	1	1	1	1	1	1	4	4	3	2	2	6	5	6	5	4	5	5	6	7	7	7	7	8	6	7	8	7	5	13
bin hire yarra valley		-	-	6	5	4	4	4	6	6	7	5	6	5	5	5	8	8	7	7	7	8	7	8	8	10	7	8	8	9	11	9	9	12	8	9	9	12	11	10
skip bin hire bayswater		4	4	5	-	-	5	-	6	10	7	7	10	9	9	9	10	9	7	8	9	10	10	9	8	9	7	7	7	6	6	6	6	7	7	7	9	8	7	4
skip bin hire belgrave		-	-	5	5	5	4	4	4	5	5	5	6	6	6	6	6	6	7	8	6	8	6	6	6	8	5	5	5	-	6	6	5	5	6	6	8	7	6	7
skip bin hire blackburn		-	-	7	3	4	3	-	3	3	3	3	3	3	4	3	5	6	5	5	4	7	5	7	4	7	3	3	1	3	2	2	2	3	2	2	2	4	2	2
skip bin hire boronia		4	5	6	5	5	5	5	4	3	4	4	8	8	6	7	6	6	6	6	6	7	6	6	5	5	5	6	7	6	6	5	5	5	5	5	5	4	3	5
skip bin hire box hill		-	-	2	3	2	2	2	3	3	3	3	4	3	5	4	4	4	5	4	3	9	4	5	7	9	5	4	3	5	3	4	3	4	6	6	6	7	6	5
skip bin hire burwood		-	-	4	5	4	3	-	3	4	5	5	5	5	5	6	5	5	5	3	4	8	4	6	5	6	3	3	4	4	3	6	5	7	5	8	7	8	8	8
skip bin hire camberwell		6	6	6	7	6	6	6	7	7	8	5	6	6	8	7	8	5	5	5	5	10	7	8	5	6	6	6	7	7	7	7	7	7	3	3	3	3	3	3
skip bin hire coldstream		3	4	3	4	4	4	3	3	5	3	3	4	4	3	3	5	4	1	2	2	4	3	3	2	2	3	3	2	3	1	1	3	3	3	3	3	3	3	5
skip bin hire croydon		6	5	6	5	4	4	4	-	4	6	9	8	8	8	8	8	8	5	6	6	10	7	9	7	12	11	11	15	12	7	9	10	14	14	14	21	14	14	15
skip bin hire dandenong		9	7	9	7	8	7	10	9	8	8	8	11	11	11	12	16	15	13	15	13	17	14	17	14	16	13	15	15	14	16	17	17	10	9	9	11	10	9	11
skip bin hire doncaster		6	5	6	6	5	3	4	3	5	5	5	7	7	9	9	10	9	8	7	7	10	10	9	9	9	9	10	10	9	9	10	10	11	11	12	8	11	12	11
skip bin hire endeavour hills		6	5	6	3	2	3	4	5	7	6	6	6	6	6	7	7	9	9	8	8	10	8	8	8	9	8	7	8	7	7	8	9	9	11	9	8	7	6	8
skip bin hire ferntree gully		5	7	8	7	8	4	7	7	8	10	10	9	9	12	12	13	10	10	10	11	17	11	13	10	9	8	8	8	6	6	8	8	9	6	7	7	8	8	8
skip bin hire glen waverley		6	9	6	4	6	6	5	6	6	6	6	7	7	7	8	8	8	6	6	5	11	10	11	11	11	10	9	8	11	10	6	7	11	8	8	7	6	6	6
skip bin hire hawthorn		5	5	5	4	4	5	5	5	5	6	4	7	6	5	5	6	5	5	7	4	8	8	8	7	8	8	6	6	6	6	6	7	7	7	7	8	7	9	9
skip bin hire healesville		2	2	2	2	1	1	1	1	2	2	1	2	3	2	2	3	2	2	2	1	5	3	3	3	3	2	2	2	2	3	6	3	3	4	3	4	4	4	4
skip bin hire keysborough		9	6	4	3	6	3	3	3	5	6	5	7	6	8	9	9	9	6	7	5	10	8	6	7	5	7	8	7	8	6	5	4	6	6	7	7	7	7	7
skip bin hire kilsyth		3	5	3	3	3	3	4	-	4	4	2	4	4	3	4	4	4	2	2	2	4	2	3	3	3	2	2	3	3	3	3	2	3	3	3	3	5	6	6
skip bin hire knoxfield		-	-	8	4	4	5	3	3	3	5	4	4	4	5	6	7	7	6	3	5	7	6	6	6	6	4	5	5	5	5	5	5	5	5	6	7	7	7	8
skip bin hire lilydale		7	6	6	7	5	5	7	8	8	9	9	11	10	10	9	11	11	9	10	8	11	9	8	8	9	8	10	8	8	8	9	9	9	11	9	11	15	16	17
skip bin hire lysterfield		7	7	7	7	6	6	6	-	5	5	4	5	7	6	8	9	8	8	8	8	8	9	9	8	8	6	6	6	7	6	4	5	5	4	4	3	5	4	4
skip bin hire mitcham		8	6	6	6	10	7	7	7	8	7	7	8	8	6	7	9	8	7	5	5	10	7	9	10	8	8	9	8	8	10	9	7	9	7	7	6	7	6	8
skip bin hire monbulk		3	3	3	3	2	2	2	2	2	2	2	3	3	3	3	4	4	3	3	3	4	3	3	3	3	2	2	3	3	3	3	3	3	2	2	3	2	3	4
skip bin hire montrose		-	-	6	5	7	7	7	7	6	7	7	7	7	7	7	10	10	6	4	7	7	6	6	6	6	6	8	6	8	6	8	7	8	8	8	5	4	4	5
skip bin hire mooroolbark		4	4	4	4	5	4	5	4	5	4	5	6	6	6	6	6	5	5	5	4	6	5	5	4	5	4	4	4	3	3	3	4	4	4	5	4	5	4	4
skip bin hire ringwood		7	8	8	7	5	5	5	-	5	6	6	8	8	9	8	10	12	10	11	11	11	9	10	9	8	7	7	7	7	8	7	7	7	7	7	7	7	9	7
skip bin hire rowville		5	5	6	6	5	5	-	4	5	6	6	7	7	7	7	7	7	5	5	3	5	4	4	4	6	4	4	4	3	3	3	3	3	4	4	4	7	5	7
skip bin hire surrey hills		1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	4	1	1	2	2	1	2	2	1	2	3	3	3	2	3	3	3	3	3
skip bin hire the basin		1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	4	2	2	2	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3
skip bin hire vermont		-	-	5	4	3	3	4	3	6	16	20	26	20	9	8	9	8	8	9	9	10	9	7	9	8	5	5	5	4	3	4	4	5	5	6	4	2	2	2
skip bin hire wantirna		-	-	5	-	5	4	5	5	5	6	6	8	8	6	6	6	7	6	7	6	7	6	5	4	6	5	5	7	8	6	4	5	5	5	6	8	7	5	8
skip bin hire warburton		3	5	5	3	4	4	2	2	2	2	2	3	3	3	3	3	3	4	8	4	5	5	5	5	8	6	6	6	5	4	4	4	4	4	4	4	4	4	4
skip bin hire warrandyte		-	-	5	4	5	5	4	4	-	4	4	6	6	6	7	6	6	6	5	6	11	6	7	7	7	6	7	7	7	7	8	8	10	8	7	9	7	11	8
skip bin hire wheelers hill		6	5	4	3	2	2	2	1	1	1	1	2	2	3	2	4	5	4	3	2	6	5	6	6	5	5	5	6	6	6	7	7	8	7	7	7	6	8	10
skip bin hire yarra valley		7	6	6	6	5	6	7	7	7	7	7	7	7	6	8	7	10	9	8	7	10	8	10	8	13	8	8	10	12	12	11	10	12	8	11	11	14	10	13
mini skip hire bayswater		-	-	2	3	4	4	4	4	5	5	5	5	7	8	7	6	6	5	2	4	8	4	4	5	3	3	2	3	3	3	3	3	4	5	4	4	3	3	2
mini skip hire belgrave		-	-	5	5	4	4	4	4	4	4	4	7	7	7	6	7	7	5	7	7	7	5	6	7	5	4	4	4	4	4	4	4	4	3	4	3	4	4	5
mini skip hire blackburn		-	-	6	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	4	3	4	3	6	5	4	2	3	3	3	2	2	2	2
mini skip hire boronia		-	-	5	5	5	5	5	5	4	4	5	6	6	4	6	6	5	5	5	5	6	5	4	3	4	3	4	4	4	3	3	4	4	4	4	5	3	2	3
mini skip hire box hill		-	-	3	3	2	3	3	3	3	3	3	2	2	3	4	3	3	3	3	3	5	3	3	3	4	2	2	2	2	2	3	3	3	2	3	4	5	5	6
mini skip hire burwood		-	-	3	4	3	2	3	4	3	4	3	5	6	6	6	5	5	5	3	3	6	3	3	4	3	3	3	3	3	3	2	2	3	2	4	4	6	3	5
mini skip hire camberwell		-	-	4	2	3	1	3	4	4	3	3	4	4	3	3	3	3	3	3	4	4	4	4	3	4	4	4	4	4	4	4	4	4	2	3	3	1	2	3
mini skip hire coldstream		-	-	3	3	3	3	3	3	3	3	2	2	3	3	3	2	3	1	1	1	2	2	2	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2
mini skip hire croydon		-	-	11	9	6	6	5	5	5	5	5	7	8	6	6	6	5	4	4	4	5	4	5	6	8	7	7	7	7	6	6	6	8	7	12	18	10	11	11
mini skip hire dandenong		-	-	10	8	7	6	8	6	7	6	6	9	9	8	11	9	9	8	8	7	9	7	8	8	11	9	10	11	10	11	11	11	9	11	9	9	9	8	11
mini skip hire doncaster		-	-	2	2	3	3	3	3	4	4	4	4	4	2	5	4	3	2	2	1	3	3	3	3	2	1	2	3	2	2	2	2	2	3	3	2	5	5	5
mini skip hire endeavour hills		-	-	4	4	2	2	2	2	2	3	3	5	6	5	6	7	6	6	6	7	8	7	7	7	7	5	5	6	6	6	6	8	8	7	8	7	6	8	8
mini skip hire ferntree gully		-	-	8	8	8	7	7	8	8	8	9	8	9	9	10	10	9	9	9	9	11	10	10	10	11	8	7	6	5	5	8	8	8	6	5	5	7	8	6
mini skip hire glen waverley		-	-	7	5	6	4	4	3	3	4	3	4	5	5	5	4	4	3	3	3	8	7	5	10	10	9	9	8	6	6	5	6	6	5	4	4	4	2	4
mini skip hire hawthorn		-	-	4	4	4	4	4	3	5	5	4	5	5	5	5	4	4	3	3	3	4	3	4	3	5	5	3	4	4	5	4	5	5	4	4	4	4	2	6
mini skip hire healesville		-	-	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	2	2	2	2	2	2	2	2	2	2	2	2	4	2	4	2
mini skip hire keysborough		-	-	4	2	2	2	3	2	4	5	5	5	5	5	5	5	5	4	4	5	6	5	5	5	5	5	5	5	5	4	4	4	4	3	3	3	9	3	7
mini skip hire kilsyth		-	-	4	4	2	2	2	2	2	2	2	3	2	2	2	3	3	1	1	2	3	2	3	2	2	1	3	1	1	1	3	1	2	2	2	2	2	2	2
mini skip hire knoxfield		-	-	4	4	4	4	3	3	3	3	4	4	4	5	4	4	4	4	4	4	6	5	4	5	3	3	3	4	3	4	3	3	3	3	4	-	3	4	4
mini skip hire lilydale		-	-	9	8	7	6	8	7	9	9	9	10	9	8	8	8	8	6	9	7	10	8	8	8	8	7	6	6	7	7	8	8	8	8	12	10	10	10	12
mini skip hire lysterfield		-	-	8	5	3	3	3	3	3	3	4	4	5	5	6	5	5	4	4	3	5	4	5	4	5	4	3	3	5	5	4	4	4	4	3	3	3	4	4
mini skip hire mitcham		-	-	6	4	6	5	5	5	5	4	20	7	8	5	4	4	4	3	4	3	7	4	5	7	5	6	5	8	8	7	7	7	6	7	5	4	6	4	44
mini skip hire monbulk		-	-	3	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	2	1	3
mini skip hire montrose		-	-	4	5	5	4	4	5	4	5	5	5	5	5	5	6	6	5	4	5	4	5	5	5	6	5	6	3	3	4	7	6	7	5	4	4	4	4	4
mini skip hire mooroolbark		-	-	5	5	4	3	3	4	4	3	3	3	3	5	5	5	5	3	4	3	5	4	4	4	3	2	2	2	2	2	2	3	3	2	3	3	3	3	3
mini skip hire ringwood		-	-	6	5	5	5	6	5	6	6	6	6	6	6	6	6	6	6	5	5	9	6	6	6	5	7	6	6	6	6	6	6	7	5	5	5	3	28	6
mini skip hire rowville		-	-	5	4	5	5	4	3	4	5	5	5	5	6	6	6	5	4	4	2	5	3	3	2	3	2	2	2	2	2	2	2	2	3	3	4	3	3	5
mini skip hire surrey hills		-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	3	3	3	12	3
mini skip hire the basin		-	-	2	1	1	2	1	1	1	1	1	1	1	1	1	3	3	2	1	1	3	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
mini skip hire vermont		-	-	2	2	3	3	2	2	3	15	18	25	22	16	17	-	4	4	4	4	4	4	4	4	5	4	3	4	3	4	4	4	4	3	2	2	2	2	2
mini skip hire wantirna		-	-	7	6	4	3	3	3	17	4	3	5	5	5	5	5	5	5	5	5	5	4	3	4	4	3	3	3	4	3	4	4	4	4	4	4	4	3	7
mini skip hire warburton		-	-	3	3	2	2	2	2	2	2	2	3	3	3	3	3	3	2	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3
mini skip hire warrandyte		-	-	4	4	4	3	3	3	3	2	2	3	3	2	2	3	3	3	3	3	5	3	3	3	3	3	2	2	3	3	5	4	5	4	4	4	3	4	5
mini skip hire wheelers hill		-	-	6	4	2	2	2	2	2	2	2	2	2	3	2	2	3	2	1	1	6	4	4	4	5	4	4	4	6	5	4	4	7	4	5	4	4	5	6
mini skip hire yarra valley		-	-	4	5	6	5	5	6	7	7	7	7	5	5	6	6	7	5	4	4	7	7	7	7	7	6	6	7	7	7	7	7	6	6	6	6	12	6	6
rubbish removal camberwell		43	39	28	27	42	41	22	31	34	19	22	26	34	32	26	33	36	36	26	29	38	33	35	32	31	29	25	33	28	34	31	34	34	34	30	33	38	35	37
rubbish removal dandenong		28	23	22	21	19	29	22	24	25	22	23	32	31	33	37	45	42	31	31	32	53	37	47	53	49	-	56	39	52	60	53	51	53	65	62	56	50	58	62
rubbish removal endeavour hills		19	24	17	15	12	14	12	14	13	22	14	15	22	16	16	21	21	17	13	8	14	12	10	12	15	13	13	15	10	12	17	21	-	18	17	20	19	20	22
rubbish removal glen waverley		28	28	26	31	27	20	26	25	30	22	29	29	28	29	31	31	30	27	32	26	36	34	32	42	31	37	-	60	-	51	-	-	46	-	36	-	39	51	58
rubbish removal hawthorn		28	25	23	24	23	38	26	39	19	23	26	27	26	27	26	30	33	32	-	26	48	29	29	31	32	-	-	53	36	31	-	-	-	-	-	-	-	-	-
rubbish removal keysborough		20	25	32	32	20	17	22	21	27	24	25	29	26	32	28	25	25	21	26	21	22	17	19	-	19	23	23	20	20	20	22	17	18	19	16	22	19	23	-
rubbish removal wheelers hill		11	13	13	14	14	14	5	5	7	9	10	13	14	14	15	7	8	12	15	13	16	15	15	17	22	-	21	25	24	22	-	16	26	23	21	35	33	32	-
rubbish removal lysterfield		33	29	32	17	15	14	9	2	6	11	22	22	16	9	9	8	8	7	8	7	16	-	12	12	14	14	21	19	31	24	26	18	22	18	23	23	20	25	19
rubbish removal monbulk		15	7	8	6	4	2	3	3	6	5	4	5	5	8	6	9	10	7	6	6	8	8	9	9	11	11	11	13	18	17	14	16	16	14	13	14	13	13	32
rubbish removal warburton		13	10	14	10	10	8	8	8	8	8	9	11	11	9	11	10	9	8	10	10	14	14	14	15	16	20	22	20	16	16	14	16	14	15	18	20	17	17	14
bin hire melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	62	21	22	24	58	69	28	18	16	14	27	36	43	43	83	-	85
mini skip hire melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	20	19	21	24	30	21	20	17	91	32	24	24	19	84	37	42
skip bins melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	27	19	22	26	48	55	31	25	23	25	29	16	21	26	67	77	77
skip hire melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	20	22	26	39	54	28	23	21	17	22	31	32	33	98	84	86
