		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-15	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-02	2022-09-16	2022-09-29	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-14	2023-04-13	2023-05-17	2023-06-15	2023-07-10	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
air conditioning richmond		40	41	43	16	17	12	13	11	10	11	10	10	11	10	10	10	7	6	8	6	7	7	8	7	11	9	11	14	16	8	5	4	4	4	3	4	4	5
air conditioning ringwood		22	27	22	14	15	8	6	18	11	10	11	10	12	14	31	16	16	14	18	21	21	14	17	24	15	22	24	25	25	17	15	20	14	15	15	19	16	20
air conditioning rosanna		14	15	14	12	11	11	5	7	6	7	8	8	8	8	8	8	8	8	10	13	17	15	14	14	17	12	12	10	13	6	6	9	6	2	3	4	5	9
air conditioning roxburgh park		12	12	9	6	6	3	3	4	4	4	5	4	5	4	5	6	6	6	7	9	10	9	14	13	11	14	12	11	12	5	3	3	2	1	1	1	2	1
air conditioning thomastown		22	26	21	16	16	19	14	13	12	10	17	16	17	18	24	23	23	28	21	26	24	23	25	28	28	27	36	44	31	21	21	21	19	22	16	15	18	18
air conditioning thornbury		15	12	10	5	5	5	5	6	6	5	3	3	4	4	2	2	4	4	1	1	2	2	2	2	1	2	1	1	2	1	4	4	3	1	2	2	2	3
air conditioning werribee		35	36	35	22	20	14	14	17	17	18	25	28	26	28	37	28	21	27	25	24	23	36	29	27	29	-	41	48	32	33	24	23	28	31	29	19	20	33
air conditioning wollert		16	14	11	13	10	9	10	9	8	8	6	5	5	7	8	7	9	8	8	10	10	9	11	18	11	14	13	15	12	9	8	6	4	3	5	5	5	4
ducted heating box hill		21	25	17	11	8	8	8	12	10	13	12	13	11	11	13	27	27	21	15	12	11	17	21	16	11	11	11	11	12	6	5	6	5	3	3	3	3	4
ducted heating bulleen		17	12	16	8	4	9	9	10	9	10	1	6	6	4	6	10	10	8	9	9	11	10	6	8	8	8	9	7	7	3	4	5	7	6	7	6	7	7
ducted heating bundoora		18	20	17	14	11	17	14	17	19	17	15	14	13	12	16	22	20	20	15	16	16	16	14	14	15	14	14	12	14	10	9	7	3	3	4	5	5	8
ducted heating burwood		24	20	-	11	4	13	14	11	13	13	12	14	15	10	12	16	16	13	11	10	13	12	13	13	10	10	12	12	10	8	7	4	4	4	2	1	3	2
ducted heating canterbury		11	8	7	3	2	4	3	4	2	3	2	3	3	3	4	6	10	9	10	7	10	9	9	3	3	5	4	6	1	1	1	1	2	1	2	1	1	1
ducted heating coburg		17	16	14	11	6	10	12	9	12	13	11	10	10	9	10	13	13	13	11	11	10	12	15	16	15	12	11	12	11	10	8	7	5	4	2	1	1	1
ducted heating craigieburn		22	18	14	13	10	9	10	9	7	7	8	8	8	8	8	7	8	8	6	6	4	6	9	6	5	6	6	6	6	6	5	5	5	4	3	7	5	4
ducted heating diamond creek		15	11	10	9	6	7	6	6	5	5	5	5	5	5	7	5	6	7	6	5	5	5	7	8	7	7	6	5	4	2	4	4	4	4	4	2	3	4
ducted heating doncaster		20	19	24	13	7	15	16	21	18	18	19	23	21	18	19	19	19	19	18	16	16	16	17	12	14	15	15	17	16	10	7	5	4	5	5	5	7	6
ducted heating donvale		17	19	12	5	4	8	9	9	7	10	14	12	13	13	13	13	13	15	18	12	14	12	17	11	8	11	11	9	7	1	1	1	1	1	1	1	1	1
ducted heating doreen		19	26	12	12	10	10	9	6	6	4	6	4	4	5	5	3	4	3	3	4	3	3	3	2	2	2	2	2	3	3	3	4	2	2	2	2	2	3
ducted heating epping		15	18	10	11	10	14	12	13	12	16	15	14	15	15	15	18	13	14	16	10	16	17	15	20	11	12	8	8	7	8	8	6	7	7	8	7	7	11
ducted heating essendon		19	16	13	8	4	6	4	3	2	2	2	2	2	2	1	2	2	2	2	3	3	3	2	3	4	4	5	7	1	4	4	4	1	1	2	2	2	2
ducted heating fairfield		38	11	3	3	2	4	6	6	5	7	8	9	8	7	10	9	36	36	11	31	30	59	25	5	7	6	5	5	7	5	3	7	8	6	4	7	8	5
ducted heating greensborough		28	33	19	23	13	13	14	14	15	14	12	14	14	13	17	17	14	15	15	13	13	12	11	10	13	13	10	10	11	12	10	10	7	8	9	7	8	11
ducted heating heidelberg		17	16	15	5	4	8	4	6	6	5	6	6	7	4	5	7	7	5	6	4	6	6	7	6	7	6	6	5	4	5	3	6	2	1	3	5	5	5
ducted heating hoppers crossing		24	24	29	10	4	6	4	4	5	5	5	6	6	4	4	3	4	3	3	4	5	6	7	8	7	8	10	8	6	6	6	4	1	2	4	6	7	10
ducted heating ivanhoe		21	18	18	9	1	2	2	5	9	9	4	5	2	4	5	9	10	10	9	8	8	9	10	12	11	11	13	13	14	6	6	7	6	5	9	9	11	11
ducted heating melton		16	15	10	7	7	8	10	6	7	5	6	6	4	3	4	5	5	5	4	3	5	5	9	6	7	7	5	7	5	4	4	4	3	4	3	3	3	4
ducted heating mernda		14	15	11	7	8	12	11	11	12	13	15	15	17	13	15	15	14	12	14	8	14	15	16	12	9	10	12	12	10	1	1	3	3	1	1	1	1	3
ducted heating preston		20	18	15	11	3	8	7	7	8	6	7	8	7	5	5	6	6	5	3	3	2	2	5	5	4	3	3	8	4	3	2	2	2	2	3	3	4	4
ducted heating reservoir		21	24	17	14	4	8	7	13	2	3	4	3	4	2	2	6	6	8	8	8	11	10	15	14	12	10	13	10	7	1	5	6	3	2	3	3	2	2
ducted heating richmond		25	22	22	5	3	13	12	11	12	10	12	9	11	10	7	8	5	8	9	6	11	11	17	9	5	10	9	8	5	2	3	2	2	2	2	2	-	3
ducted heating ringwood		28	33	32	4	3	3	3	4	4	5	4	3	4	4	3	5	6	6	6	6	8	8	13	13	16	20	23	26	20	16	9	13	12	6	10	6	8	9
ducted heating rosanna		22	25	17	5	2	4	2	1	4	3	5	3	3	3	3	5	5	5	6	6	7	6	9	7	7	8	11	9	8	3	3	4	4	3	5	4	2	3
ducted heating roxburgh park		13	12	12	6	5	7	8	8	8	7	11	11	10	7	8	11	13	12	14	12	13	13	17	17	10	9	7	7	7	6	3	3	1	2	2	3	4	4
ducted heating thomastown		22	23	19	15	10	9	7	10	5	5	10	8	7	9	13	12	12	10	8	11	12	12	15	14	13	8	8	9	8	6	5	7	5	4	6	7	8	14
ducted heating thornbury		10	10	7	3	1	4	3	5	5	6	8	7	8	6	4	6	6	9	9	5	8	11	15	10	5	10	9	9	7	1	1	1	1	1	1	1	-	4
ducted heating werribee		21	24	26	17	7	8	7	7	7	7	7	9	7	7	9	11	6	6	6	6	6	6	7	7	8	8	8	9	8	7	6	6	6	6	7	6	4	7
ducted heating wollert		8	8	4	5	5	4	5	4	6	6	6	6	6	4	7	11	10	11	9	10	9	7	10	8	7	8	7	5	5	4	4	4	1	1	1	5	5	4
heating and cooling box hill		23	22	12	6	6	5	5	4	5	5	6	6	6	4	7	9	10	9	17	13	16	19	19	19	21	16	22	20	19	12	10	8	13	14	18	17	19	17
heating and cooling bulleen		16	14	14	12	8	6	7	10	4	6	7	4	8	4	5	6	6	5	5	6	4	8	3	6	7	8	7	5	6	2	2	2	2	2	3	6	4	5
heating and cooling bundoora		14	13	12	11	9	8	7	8	9	8	8	5	7	7	11	9	10	10	9	9	9	11	10	12	12	15	17	15	16	15	8	8	5	5	10	11	11	13
heating and cooling burwood		16	20	10	10	9	6	7	4	3	3	7	4	7	5	5	6	7	10	10	10	11	11	14	11	12	11	22	23	22	13	10	5	1	1	2	3	1	1
heating and cooling canterbury		8	5	4	3	3	3	2	1	1	2	3	2	5	3	3	5	9	9	8	8	8	7	10	6	7	7	9	9	11	5	5	7	4	5	5	4	4	12
heating and cooling coburg		18	14	10	13	12	7	7	10	5	4	7	7	5	8	8	7	7	11	10	11	8	11	14	10	10	10	8	9	9	9	7	5	5	5	2	2	2	2
heating and cooling craigieburn		15	16	11	9	7	4	4	4	4	4	5	3	6	5	5	5	4	3	5	5	5	5	6	4	5	5	6	5	5	4	3	3	5	4	4	4	4	4
heating and cooling diamond creek		17	14	11	9	7	4	3	2	2	2	4	3	3	3	3	3	3	4	6	3	5	6	10	7	6	6	7	6	7	5	5	5	6	6	5	6	5	8
heating and cooling doncaster		21	21	18	10	15	17	16	17	17	16	20	15	20	20	19	21	18	23	21	21	24	19	24	28	36	25	29	27	22	21	18	14	14	10	3	8	7	2
heating and cooling donvale		14	8	6	5	5	1	2	1	2	3	4	2	2	2	4	4	6	2	5	3	4	4	7	6	13	17	15	14	17	8	7	3	5	4	2	4	6	8
heating and cooling doreen		18	13	12	10	9	8	7	8	6	4	8	4	5	6	4	8	5	4	4	5	5	5	3	3	4	4	3	3	3	4	4	3	2	2	2	2	3	3
heating and cooling epping		24	22	10	13	11	9	9	9	11	10	13	10	13	12	15	15	8	7	5	6	6	7	11	10	10	11	11	14	12	9	9	10	9	10	12	11	10	10
heating and cooling essendon		17	11	12	12	12	11	8	9	9	7	11	10	10	13	12	11	9	10	10	10	10	13	14	16	16	12	13	13	11	9	6	6	7	6	5	2	2	2
heating and cooling fairfield		12	10	7	6	5	4	3	5	5	5	10	5	10	9	11	10	10	8	9	-	-	-	37	-	20	19	17	17	16	11	7	6	6	7	5	6	19	12
heating and cooling greensborough		21	20	16	9	9	10	10	7	10	7	12	11	13	14	17	15	8	9	8	8	8	9	11	9	10	10	9	12	10	14	13	12	11	12	13	15	12	13
heating and cooling heidelberg		16	10	7	7	6	5	6	6	6	6	7	2	6	5	6	5	5	5	5	5	5	5	7	8	11	13	14	15	12	12	13	7	8	8	5	5	4	6
heating and cooling hoppers crossing		22	22	23	10	9	11	9	10	10	10	11	10	10	10	10	12	11	15	13	11	14	13	13	15	15	13	14	17	15	13	12	14	12	13	11	10	10	12
heating and cooling ivanhoe		18	24	11	9	9	6	6	10	7	5	5	2	4	4	6	8	8	10	11	10	13	13	11	11	11	11	14	20	21	11	13	16	13	6	3	5	6	6
heating and cooling melton		17	18	11	12	12	10	9	6	6	6	9	6	8	6	9	7	6	5	3	3	3	6	11	6	8	11	10	10	10	9	5	5	6	6	7	7	6	9
heating and cooling mernda		10	8	3	4	3	4	4	6	6	5	5	4	4	4	7	9	8	10	6	6	5	4	11	8	15	15	13	11	12	6	6	4	6	7	7	10	10	8
heating and cooling preston		17	16	18	12	10	8	8	10	8	7	9	6	8	10	9	13	13	11	13	12	15	15	21	18	20	20	21	17	17	14	10	11	11	12	9	12	15	12
heating and cooling reservoir		16	17	12	15	9	7	7	7	6	6	8	5	7	7	6	10	9	13	10	11	12	15	21	16	17	15	17	18	18	10	10	10	12	10	8	6	7	7
heating and cooling richmond		15	12	9	2	2	2	2	3	3	3	4	4	4	5	5	4	6	3	5	5	5	7	7	7	6	7	7	6	6	5	3	4	3	3	1	3	4	4
heating and cooling ringwood		26	28	23	11	15	6	7	15	14	13	9	5	8	8	13	15	14	12	13	12	13	16	18	20	19	26	27	36	33	24	21	20	21	20	24	22	28	24
heating and cooling rosanna		14	19	13	10	8	8	4	5	5	7	8	6	7	7	13	16	24	24	23	19	25	26	11	11	12	12	12	11	12	9	5	5	5	4	4	4	4	4
heating and cooling roxburgh park		10	9	5	4	3	2	3	3	3	3	5	3	4	3	3	9	8	8	11	11	11	12	13	17	17	17	15	18	17	8	1	1	3	1	1	1	5	5
heating and cooling thomastown		16	18	15	13	17	13	11	11	7	9	13	12	14	12	18	14	16	18	21	16	22	21	18	19	23	21	18	21	19	12	10	11	12	11	1	8	6	10
heating and cooling thornbury		13	15	6	6	6	3	3	3	3	2	3	3	3	3	2	2	3	3	3	3	3	3	5	5	5	5	6	5	6	4	3	4	2	2	2	5	4	5
heating and cooling werribee		20	21	23	23	15	9	9	13	12	12	13	11	13	13	12	14	13	18	18	13	11	13	15	13	17	16	20	22	22	21	18	18	18	20	18	16	10	22
heating and cooling wollert		13	24	8	8	7	3	3	5	3	3	3	3	3	3	4	4	5	5	5	9	11	11	11	9	9	8	11	9	8	5	4	3	3	3	5	6	4	5
daikin air conditioner repairs melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	7	8	7	10	7	6	7	8	6	7	7	5	6	4	4	4	4	4	6	6	8	6
daikin air conditioning melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	19	27	41	37	23	29	27	19	35	38	22	17	15	11	8	8	11	10	13	11	12	16
daikin air conditioner service melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	10	10	11	12	9	8	11	8	8	8	7	7	7	4	4	4	4	4	4	4	5	6
daikin split system melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	44	36	31	55	45	44	35	38	31	53	46	31	38	40	25	22	28	20	24	18	33	29	20
daikin vrv melbourne		-	-	-	-	-	-	-	-	-	-	-	-	67	-	-	14	11	11	12	14	11	10	9	10	12	12	12	9	9	5	3	6	15	13	7	15	12	17
mitsubishi air conditioner maintenance melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	9	8	7	8	7	7	9	11	13	10	9	10	10	9	9	9	6	6	6	5	7	8
mitsubishi air conditioner repairs melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	11	10	8	9	9	8	9	9	11	10	9	9	9	8	8	9	8	7	6	7	5	7
mitsubishi air conditioning melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	35	35	42	39	38	32	31	42	35	44	44	39	38	32	-	28	48	39	45	33	15	33	25
mitsubishi air conditioner service melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	13	10	9	11	11	9	12	12	14	12	11	12	11	10	10	11	8	7	6	8	7	8
mitsubishi split system melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	41	47	48	44	47	46	37	44	41	50	49	40	55	47	36	39	47	33	35	23	24	35	25
air conditioning mornington		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	39	45	46	51	54	52	40	63	50	45	55	50	66	62	42	49	41	40	43	43	47	56	57
air conditioning mount waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	15	14	18	18	18	23	22	23	24	20	20	22	24	14	11	5	5	10	10	8	7	10
air conditioning glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	21	15	22	17	18	26	27	28	25	17	21	24	23	19	15	11	12	14	16	7	5	9
air conditioning broadmeadows		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	9	7	8	8	6	7	7	10	7	6	6	6	5	4	5	5	8	6	6	5	4	7
air conditioning pascoe vale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	12	8	9	9	8	14	11	15	11	11	11	9	8	4	4	4	3	3	2	3	2	2
air conditioning south morang		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	9	9	9	9	8	11	14	13	13	13	15	14	15	5	3	4	3	4	4	5	4	4
air conditioning coolaroo		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	5	3	3	3	3	3	3	4	4	3	5	1	1	1	1	1	1	1	1	1	1	1
air conditioning glenroy		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	11	11	12	13	11	10	22	21	10	15	15	15	15	6	5	3	3	3	4	1	1	10
air conditioning hawthorn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	21	23	27	14	17	25	32	25	24	22	19	38	41	45	35	11	14	14	11	10	12	15
air conditioning kew		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	13	13	12	12	10	13	25	22	28	18	18	19	18	12	12	9	7	8	7	8	25	34
ducted heating mornington		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	27	28	28	30	30	34	32	48	45	19	22	19	26	23	17	15	12	13	12	15	15	16	18
ducted heating mount waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	18	19	15	13	17	17	17	14	11	12	13	13	14	8	4	3	2	3	4	3	5	4
ducted heating glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	22	21	19	19	17	22	28	28	20	11	13	11	15	8	8	8	7	7	4	4	5	7
ducted heating broadmeadows		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	13	13	10	9	11	9	13	9	5	7	8	10	5	1	1	1	1	1	1	3	2	2
ducted heating pascoe vale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	11	9	12	10	14	16	8	12	8	9	10	9	7	1	1	3	3	3	3	2	3	2
ducted heating south morang		-	-	-	-	-	-	-	-	-	-	-	-	-	78	-	11	14	11	13	10	12	14	8	8	8	7	8	7	5	2	2	2	3	3	4	3	4	4
ducted heating coolaroo		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	4	5	4	2	3	4	4	5	1	1	6	5	2	2	2	1	1	1	1	2	1	1
ducted heating glenroy		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	10	10	11	8	12	12	17	14	4	7	9	5	5	5	4	3	3	1	1	5	4	7
ducted heating hawthorn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	15	15	12	14	13	14	21	23	14	11	16	16	16	11	8	8	7	10	4	5	4	6
ducted heating kew		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	14	15	12	14	14	15	20	15	16	18	17	19	16	12	10	7	3	1	3	4	3	4
heating and cooling mornington		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	26	31	27	31	34	36	41	-	67	31	40	36	-	-	42	48	44	41	39	42	46	41	42
heating and cooling mount waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	15	17	17	18	17	17	17	15	16	18	20	18	21	13	11	8	7	11	13	11	8	12
heating and cooling glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	14	16	16	18	15	22	23	24	23	21	23	25	37	17	14	12	11	11	17	9	11	14
heating and cooling broadmeadows		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	8	9	8	7	6	9	9	7	7	7	9	8	9	7	6	5	6	1	4	4	6	5
heating and cooling pascoe vale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	10	9	9	9	10	12	16	15	15	16	14	14	14	7	4	5	3	2	2	2	1	1
heating and cooling south morang		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	7	9	10	7	6	7	8	13	18	18	16	14	15	6	5	5	3	4	6	6	7	7
heating and cooling coolaroo		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	3	3	1	2	2	2	2	2	2	3	2	1	1	1	1	1	2	1	1	1	1
heating and cooling glenroy		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	11	10	9	10	10	11	13	16	14	14	18	18	17	8	6	5	5	4	3	4	8	10
heating and cooling hawthorn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	43	15	18	15	14	18	20	16	23	23	21	27	30	18	15	14	10	9	6	10	11	9
heating and cooling kew		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	12	12	10	11	11	13	24	24	24	15	19	14	16	13	10	10	7	6	8	7	9	9
reverse cycle air conditioning mornington		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	27	29	30	28	30	26	33	36	27	24	34	30	35	55	40	46	45	45	40	38	43	43	42
reverse cycle air conditioning mount waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	12	11	11	11	11	12	12	9	8	8	9	9	11	2	2	2	1	1	2	3	3	3
reverse cycle air conditioning glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	14	11	11	11	11	10	8	18	5	6	6	8	8	6	6	6	5	5	5	3	4	4
reverse cycle air conditioning broadmeadows		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	9	8	9	8	10	12	8	15	6	5	5	4	5	4	4	4	5	4	9	4	4	4
reverse cycle air conditioning pascoe vale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	10	6	6	6	7	8	10	10	9	9	11	11	8	5	4	4	2	7	4	4	2	2
reverse cycle air conditioning south morang		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	9	8	8	7	6	8	9	9	5	5	5	6	6	5	3	1	1	4	4	4	4	4
reverse cycle air conditioning coolaroo		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	2	3	3	4	4	4	1	2	1	1	1	1	1	1	1	1	1
reverse cycle air conditioning glenroy		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	7	8	8	9	8	9	11	12	6	9	9	10	10	4	4	2	4	3	3	5	5	7
reverse cycle air conditioning hawthorn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	17	18	15	13	12	16	19	23	24	12	14	27	27	17	11	10	10	33	10	8	9	6
reverse cycle air conditioning kew		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	13	18	11	14	10	16	23	21	25	14	16	14	14	10	10	7	7	8	9	12	21	10
reverse cycle air conditioning box hill		-	-	-	-	-	-	-	-	-	-	-	-	11	10	13	16	17	15	21	20	17	29	24	24	21	25	30	46	43	26	18	16	23	30	25	26	23	14
reverse cycle air conditioning bulleen		-	-	-	-	-	-	-	-	-	-	-	-	5	6	6	8	8	10	7	7	7	9	11	8	9	9	10	12	11	6	3	4	4	4	9	8	9	8
reverse cycle air conditioning bundoora		-	-	-	-	-	-	-	-	-	-	-	-	5	8	10	10	11	11	6	7	9	10	13	15	11	11	11	14	18	13	11	11	10	9	9	8	6	7
reverse cycle air conditioning burwood		-	-	-	-	-	-	-	-	-	-	-	-	13	22	25	19	27	21	19	16	28	20	33	22	-	23	26	20	44	24	16	17	22	16	13	17	7	6
reverse cycle air conditioning canterbury		-	-	-	-	-	-	-	-	-	-	-	-	16	16	19	14	17	14	12	9	12	12	11	13	9	15	18	19	20	17	16	20	22	17	23	25	10	13
reverse cycle air conditioning coburg		-	-	-	-	-	-	-	-	-	-	-	-	4	5	5	3	2	4	4	4	3	3	5	3	4	4	4	6	6	6	6	5	5	6	4	6	5	2
reverse cycle air conditioning craigieburn		-	-	-	-	-	-	-	-	-	-	-	-	3	4	5	4	4	2	4	3	3	4	6	2	2	2	2	2	2	1	2	1	2	2	2	2	2	3
reverse cycle air conditioning diamond creek		-	-	-	-	-	-	-	-	-	-	-	-	4	3	4	4	4	7	9	7	6	7	10	10	7	8	6	6	6	5	4	3	4	3	3	4	4	5
reverse cycle air conditioning doncaster		-	-	-	-	-	-	-	-	-	-	-	-	14	12	12	13	13	14	11	10	16	14	22	12	21	23	30	29	37	21	23	16	12	14	14	15	14	15
reverse cycle air conditioning donvale		-	-	-	-	-	-	-	-	-	-	-	-	5	6	9	5	5	5	5	5	9	6	7	8	9	11	12	11	8	7	8	7	8	3	6	7	9	5
reverse cycle air conditioning doreen		-	-	-	-	-	-	-	-	-	-	-	-	16	17	19	14	15	17	15	15	15	14	17	20	16	18	13	12	13	9	9	10	10	7	8	6	5	5
reverse cycle air conditioning epping		-	-	-	-	-	-	-	-	-	-	-	-	4	9	12	6	11	10	10	13	18	16	20	12	12	19	21	24	25	17	17	14	10	15	14	10	10	9
reverse cycle air conditioning essendon		-	-	-	-	-	-	-	-	-	-	-	-	12	17	14	12	12	14	14	13	11	14	17	14	9	11	11	13	13	12	11	10	11	9	10	8	6	12
