		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-17	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
heating and cooling box hill		3	5	6	12	7	7	7	6	10	11	9	10	9	8	6	6	5	5	8	6	6	5	8	8	7	6	5	5	6	6	6	7	10	14	9	10	12
air conditioning box hill		27	12	28	18	16	16	17	23	19	23	23	25	19	22	20	22	15	15	25	25	-	17	14	13	8	8	10	9	10	13	14	14	30	23	11	13	12
ducted heating box hill		5	4	3	4	5	4	4	5	5	5	5	4	5	4	4	5	5	5	5	3	3	2	4	3	3	3	2	3	3	3	2	3	5	7	10	9	11
evaporative cooling box hill		1	1	6	5	3	4	7	6	9	9	9	8	8	9	4	5	9	9	8	6	6	5	5	7	6	7	7	7	7	6	6	6	7	8	3	3	6
split systems box hill		12	9	14	13	13	12	16	22	22	21	22	21	31	14	16	20	16	16	15	18	16	17	28	30	16	8	10	10	15	-	20	18	20	21	19	14	9
heating and cooling burwood		3	4	3	1	1	1	2	1	4	7	5	5	7	7	4	4	4	4	4	2	5	3	5	6	3	3	3	3	3	3	6	6	8	8	7	8	8
air conditioning burwood		5	6	5	2	2	1	3	2	13	15	10	12	13	9	8	6	6	6	5	7	7	5	7	5	4	6	5	5	4	4	4	5	7	7	2	8	6
ducted heating burwood		1	1	1	1	2	3	2	3	3	2	2	2	3	2	2	2	2	2	4	4	4	6	6	6	5	6	5	5	7	4	8	8	18	18	8	6	8
evaporative cooling burwood		4	5	1	3	4	4	5	4	2	5	6	5	7	8	6	5	5	5	5	5	5	6	6	6	7	5	5	6	5	5	5	5	6	6	2	3	3
split systems burwood		10	11	7	6	7	20	16	14	13	13	17	18	30	18	12	9	10	9	7	11	11	11	11	27	11	21	14	21	21	17	28	25	24	26	15	18	13
heating and cooling clyde		4	3	2	3	3	4	3	6	6	6	6	4	6	6	6	6	7	7	9	7	9	-	-	11	14	15	12	8	11	12	10	9	12	14	4	6	7
air conditioning clyde		8	5	6	6	7	4	5	9	11	12	13	11	12	10	10	11	11	12	10	12	11	6	-	7	5	7	7	19	16	16	16	17	18	19	15	14	8
ducted heating clyde		3	1	1	1	1	1	1	2	2	2	3	2	3	3	1	1	2	1	2	2	2	2	7	7	6	8	8	6	5	6	5	3	9	8	7	2	4
evaporative cooling clyde		3	2	1	1	1	2	2	2	2	2	2	2	2	2	3	7	7	6	4	4	4	4	5	6	3	4	5	5	3	2	2	2	5	5	5	1	2
split systems clyde		7	4	7	7	5	5	9	14	12	12	13	12	14	12	9	11	8	15	8	14	15	-	15	15	9	12	12	14	17	8	12	20	17	17	9	8	11
heating and cooling croydon		5	10	8	11	6	5	5	8	5	5	5	5	5	5	3	4	4	4	4	4	4	4	5	6	4	4	4	4	6	6	6	7	6	6	6	7	8
air conditioning croydon		10	18	16	18	16	9	17	18	11	12	8	6	8	3	5	5	5	5	8	5	6	7	12	9	8	11	8	8	8	8	8	7	9	11	13	10	11
ducted heating croydon		3	2	2	2	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	5	3	3	4	4	5	4	5	4	5	6	8	9	12
evaporative cooling croydon		7	7	7	6	5	6	9	8	6	4	6	6	2	2	3	4	4	3	5	3	5	4	6	3	5	3	3	3	4	3	4	4	4	5	3	4	5
split systems croydon		14	12	19	16	15	11	27	19	14	16	16	14	20	25	16	14	13	21	22	17	24	27	23	19	16	14	8	5	9	9	14	18	10	14	12	14	27
heating and cooling doncaster		10	11	19	17	18	10	10	9	8	7	5	5	5	5	5	5	4	4	3	7	8	4	7	7	6	6	7	6	6	6	6	6	12	9	10	9	10
air conditioning doncaster		15	16	28	22	23	20	18	19	16	15	12	12	13	11	10	9	11	10	10	11	11	8	18	14	13	12	15	15	14	14	18	20	23	39	19	15	17
ducted heating doncaster		1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	2	2	3	2	2	3	5	2	2	2	2	3	3	4	3	2	2	4	4	8
evaporative cooling doncaster		4	3	4	6	6	6	6	4	5	5	7	7	7	7	5	9	8	8	9	7	12	11	16	14	11	12	16	14	14	15	15	13	18	13	12	3	5
split systems doncaster		16	13	25	23	16	20	26	19	18	16	19	13	29	14	13	13	14	15	14	14	15	14	28	17	19	14	22	21	24	23	23	25	20	24	23	27	23
heating and cooling endeavour hills		5	2	6	5	5	4	4	4	4	5	5	5	5	5	4	4	4	4	6	6	4	3	4	6	7	7	7	6	6	5	6	7	4	5	4	4	4
air conditioning endeavour hills		9	5	11	12	11	6	11	10	8	9	6	5	5	4	3	4	3	4	4	4	4	2	5	5	5	4	4	4	5	3	2	5	4	4	3	2	5
ducted heating endeavour hills		2	1	1	3	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	4	4	5	4	4	4	3	4	4	5	3	2	2	2	2	4	4
evaporative cooling endeavour hills		5	5	4	5	4	4	5	4	4	5	5	5	6	6	3	4	3	3	5	4	5	3	4	4	3	4	5	5	5	5	5	5	5	4	4	3	3
split systems endeavour hills		2	7	10	9	4	10	8	7	6	5	4	2	3	2	3	3	2	4	3	4	3	5	4	6	6	6	6	6	5	6	8	10	10	11	3	6	6
heating and cooling hallam		3	5	2	1	3	2	2	2	2	2	11	2	2	2	2	2	4	4	4	4	4	7	6	7	7	6	4	3	3	2	3	4	6	3	5	3	4
air conditioning hallam		8	8	7	15	12	6	6	6	11	11	10	10	11	10	10	10	11	9	9	7	8	10	13	10	10	10	9	8	11	8	8	11	10	6	5	9	5
ducted heating hallam		3	2	1	2	2	1	2	2	4	3	2	2	1	5	3	3	3	4	3	3	2	4	4	5	4	3	3	4	4	4	3	4	4	5	4	5	4
evaporative cooling hallam		1	1	2	5	5	5	2	5	5	4	4	4	3	4	7	7	7	7	5	5	5	7	6	8	7	8	5	6	4	4	5	6	5	6	3	3	3
split systems hallam		8	5	6	2	2	2	4	3	5	6	4	4	4	4	7	8	8	8	8	6	7	7	8	12	17	17	18	15	18	18	17	19	16	20	12	14	12
heating and cooling mitcham		3	3	4	4	2	2	4	4	6	3	1	1	33	3	3	1	3	2	3	2	2	1	2	3	2	2	2	2	3	3	2	2	3	2	3	3	3
air conditioning mitcham		5	5	7	6	9	5	6	6	10	10	8	7	6	6	6	6	6	5	4	4	5	3	3	8	9	10	10	14	14	13	11	11	9	15	12	10	13
ducted heating mitcham		3	1	1	2	2	1	1	2	3	3	1	1	2	2	2	1	1	2	2	2	1	2	3	4	3	3	3	3	3	3	3	3	3	4	4	4	3
evaporative cooling mitcham		3	3	2	2	2	2	2	2	2	2	1	1	1	1	2	3	4	5	5	7	6	4	5	6	5	5	4	4	4	4	4	5	4	4	4	3	3
split systems mitcham		26	13	17	16	14	18	20	11	17	12	14	10	13	15	13	12	10	15	14	9	-	16	25	18	16	18	14	14	16	18	15	15	17	19	18	13	15
heating and cooling mt waverley		1	1	2	1	1	2	1	5	5	4	3	3	2	3	2	2	3	2	4	3	3	2	1	2	2	2	2	2	3	4	4	4	4	4	3	9	9
air conditioning mt waverley		4	6	7	5	4	4	3	4	4	5	4	4	3	2	2	2	4	4	9	7	4	4	3	3	3	3	3	3	6	6	7	8	9	9	6	10	13
ducted heating mt waverley		2	2	2	5	1	2	1	2	2	2	2	3	2	3	4	3	3	2	3	2	2	2	4	6	3	4	3	6	5	4	6	5	7	9	5	8	8
evaporative cooling mt waverley		1	1	2	2	3	4	3	4	5	6	6	6	6	5	3	3	4	3	4	3	5	6	8	5	5	4	5	4	8	7	5	7	8	4	2	4	4
split systems mt waverley		3	6	6	6	5	4	4	8	5	6	4	5	4	2	6	7	6	8	8	8	6	3	2	2	2	2	3	2	4	5	5	6	17	13	9	8	11
heating and cooling narre warren		3	1	3	3	2	2	2	1	3	4	3	3	3	3	1	1	1	1	1	1	1	1	3	3	1	2	2	2	4	4	3	8	8	9	7	13	10
air conditioning narre warren		5	8	8	6	5	6	4	5	7	7	6	6	5	5	4	4	2	2	3	2	2	3	3	4	3	3	1	1	6	5	7	7	6	7	7	7	12
ducted heating narre warren		2	1	1	1	2	1	1	2	2	3	4	3	4	3	5	5	3	2	3	2	2	4	5	6	3	4	5	1	6	6	5	7	9	12	11	13	12
evaporative cooling narre warren		1	2	5	2	2	2	5	4	5	5	2	2	3	2	2	3	3	3	3	3	3	3	4	3	2	3	2	3	3	3	3	6	4	4	4	5	6
split systems narre warren		11	9	16	13	11	8	14	16	11	10	7	8	8	8	10	11	12	12	9	7	8	8	9	9	7	7	7	6	8	9	12	16	19	21	15	15	18
heating and cooling pakenham		5	5	7	8	7	7	8	9	9	10	8	6	7	8	7	6	6	7	6	4	6	7	12	12	14	14	14	14	14	9	5	6	6	8	6	6	7
air conditioning pakenham		7	7	8	10	13	12	14	18	18	16	15	13	15	15	12	13	11	8	14	11	9	13	14	14	12	11	10	10	10	10	9	10	12	18	17	15	22
ducted heating pakenham		1	1	1	3	1	1	1	2	2	3	3	2	4	5	2	2	4	3	3	2	3	5	6	7	7	6	6	7	6	5	5	6	7	11	7	6	8
evaporative cooling pakenham		6	8	10	11	7	6	9	8	8	8	8	7	8	7	6	8	9	8	9	10	6	9	10	12	11	11	12	12	8	8	7	9	8	5	5	4	5
split systems pakenham		11	10	13	12	11	14	18	16	19	13	14	14	20	17	14	14	14	14	15	14	17	16	20	12	16	16	17	18	19	24	22	23	23	25	22	19	19
heating and cooling ringwood		1	2	3	2	2	2	2	2	4	4	4	2	3	3	3	3	3	3	3	2	2	1	3	3	1	3	3	3	3	3	3	2	3	5	2	3	2
air conditioning ringwood		6	6	7	7	6	5	5	6	6	6	6	6	4	4	5	5	6	5	6	3	4	3	4	4	4	2	1	1	4	2	3	3	4	4	4	4	4
ducted heating ringwood		2	2	2	2	2	2	2	2	3	4	2	2	2	2	1	1	1	1	2	2	1	1	2	3	1	1	3	3	2	2	2	3	2	3	3	3	4
evaporative cooling ringwood		2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	5	5	5	5	4	5	5
split systems ringwood		4	5	4	5	5	18	22	22	18	13	10	12	14	18	12	11	11	8	8	7	8	7	5	8	7	8	8	8	12	13	15	11	14	15	11	9	12
