		2021-11-18	2021-12-06	2021-12-20	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-17	2024-08-16	2024-09-20	2024-10-29	2024-11-14
electrical contractors frankston		-	-	29	22	12	15	10	11	13	15	13	20	19	14	13	14	16	27	21	19	26	24	19	12	15	14	20	25	22	24	16	18	16	14	18	27	20	18
electrical contractors hastings		-	-	19	19	11	8	4	4	3	7	26	7	4	5	3	5	4	8	9	76	78	47	58	20	19	20	6	6	8	6	5	8	5	28	11	9	19	22
electrical contractors langwarrin		15	12	16	10	11	10	8	9	9	9	11	12	11	11	11	10	10	18	8	11	13	28	28	13	15	12	14	8	10	8	7	6	14	13	7	10	16	14
electrical contractors mornington		-	-	35	25	20	22	19	17	19	21	21	19	20	17	19	18	18	29	29	30	30	33	27	23	26	25	24	26	26	27	20	22	21	18	15	19	23	27
electrical contractors mornington peninsula		-	-	34	28	24	21	12	11	16	17	11	21	22	19	19	18	17	29	27	29	32	26	24	21	22	29	24	27	30	26	22	22	29	21	22	22	23	22
electrical contractors mount eliza		-	-	10	10	8	7	9	10	9	10	12	11	11	10	11	11	11	15	14	14	15	14	16	11	12	12	13	13	13	6	5	5	7	6	9	6	11	10
electrical contractors officer		-	-	8	6	6	5	3	3	4	2	2	6	6	4	3	2	2	2	4	2	4	5	5	4	4	4	4	7	7	7	8	4	10	3	12	11	19	17
electrical contractors pakenham		8	7	10	8	8	8	7	8	11	14	10	10	13	14	13	10	10	23	21	16	23	22	28	16	28	19	18	20	19	20	19	9	9	10	13	7	9	10
electrical contractors patterson lakes		-	-	10	12	9	9	4	4	8	6	7	8	8	7	7	6	6	13	13	12	12	14	13	8	7	8	11	12	12	14	11	8	8	3	8	8	16	18
electrical contractors rosebud		-	-	20	17	20	20	10	10	12	10	10	9	9	9	10	8	8	14	15	14	13	13	22	10	10	10	9	9	13	9	9	7	5	5	7	8	9	8
electrical contractors skye		-	-	7	11	8	8	3	3	4	3	5	8	7	6	6	5	4	8	9	8	8	9	11	6	7	7	7	9	7	9	10	7	8	5	8	9	6	7
commercial electrician berwick		-	-	5	5	1	1	1	1	1	1	3	5	6	5	4	4	3	7	7	7	7	10	6	3	5	3	7	8	3	2	2	3	2	2	2	2	5	3
commercial electrician carrum downs		-	-	8	7	4	7	2	2	2	1	1	1	1	1	1	1	1	2	2	2	5	6	4	5	7	6	8	6	7	9	4	12	8	8	7	5	6	7
commercial electrician chelsea		-	-	13	14	1	1	1	1	1	1	1	1	1	1	1	1	1	6	8	5	7	6	6	2	3	1	1	2	36	3	2	2	1	2	5	2	4	5
commercial electrician clyde		-	-	13	9	2	2	2	2	3	1	2	2	2	2	2	1	1	4	3	4	3	2	2	3	2	3	2	3	2	2	1	5	2	2	2	2	2	2
commercial electrician clyde north		-	-	11	9	6	5	2	1	2	3	3	2	2	2	1	1	1	4	3	2	2	2	2	1	1	1	1	1	1	2	2	3	2	1	2	1	3	1
commercial electrician cranbourne		-	-	6	6	2	2	1	2	3	2	3	3	3	3	2	4	3	4	5	4	6	3	3	2	5	4	3	3	5	5	5	6	7	9	8	4	4	6
commercial electrician frankston		-	-	18	14	3	4	3	4	7	9	8	10	10	5	4	5	5	7	6	5	11	7	6	6	3	5	7	6	8	10	11	10	10	10	8	7	10	12
commercial electrician hastings		-	-	18	14	4	5	2	2	2	2	52	2	3	2	1	1	9	3	3	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	14	8
commercial electrician langwarrin		-	-	12	12	3	3	1	2	1	2	5	6	6	5	5	3	4	11	2	2	4	11	10	6	6	5	5	3	3	3	1	5	8	6	4	5	5	5
commercial electrician mornington		-	-	23	21	9	8	6	8	8	9	11	10	11	12	10	9	9	20	20	24	20	23	18	17	16	18	11	14	12	18	17	15	12	8	8	5	4	3
commercial electrician mornington peninsula		-	-	21	21	12	13	6	7	8	8	8	12	11	12	13	8	8	17	14	12	9	19	19	14	16	16	13	10	12	16	15	15	12	10	11	5	3	3
commercial electrician mount eliza		-	-	9	8	2	2	2	2	4	3	7	6	5	7	6	6	5	8	9	7	10	7	8	5	6	5	6	9	9	3	2	2	3	4	3	2	2	3
commercial electrician officer		-	-	9	5	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	3	2	2	2	5	5	1	1	2	2	2	3	7	1	6	12	12
commercial electrician pakenham		2	2	3	4	3	3	2	2	1	4	6	4	7	6	5	3	5	10	5	5	7	6	5	4	6	6	4	2	2	13	10	9	13	9	9	9	6	1
commercial electrician patterson lakes		-	-	4	7	1	1	1	1	2	1	1	1	1	2	2	3	3	10	9	5	8	7	7	2	3	4	6	6	6	8	4	6	4	3	2	2	3	3
commercial electrician rosebud		-	-	19	20	7	5	1	1	3	2	1	1	1	1	2	1	2	5	4	4	4	6	4	4	2	1	3	5	6	4	4	4	4	5	4	4	4	5
commercial electrician skye		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	8	7	8	9	8	7	6	2	4	4	3	1	1	1	1	3	4	1	3	4
