		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-03-25	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-15	2024-10-28	2024-11-14
children's optometrist bentleigh		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	3	2	2	2	3	2	2	3	3	3	4	4	4	4	4
contact lenses murrumbeena		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
optometrist murrumbeena		1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	2
eye tests murrumbeena		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
children's optometrist murrumbeena		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
optometrist ormond		12	8	8	7	7	11	10	8	9	11	10	8	10	11	8	10	11	7	8	7	8	6	6	7	8	7	7	5	2	3	2	4	5	6	6	4	5	7	8
eye tests ormond		2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2
children's optometrist ormond		2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2
optometrist elwood		3	3	3	3	3	7	5	5	5	4	4	9	8	9	10	10	10	11	9	11	6	6	6	4	5	4	5	4	4	4	3	4	4	4	6	7	8	9	9
optometrist st kilda		3	3	3	3	3	3	3	4	4	3	5	6	5	4	4	3	3	3	4	11	8	8	7	7	6	6	10	6	10	10	11	8	11	11	16	14	13	14	10
optometrist ripponlea		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
eye tests elwood		3	3	2	2	3	5	5	4	2	4	4	3	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	3	3	3	3	4
eye tests st kilda		4	5	3	4	4	3	3	3	3	3	4	3	4	4	4	4	4	4	4	8	11	8	10	10	10	7	9	8	10	10	9	10	12	11	11	10	10	9	9
eye tests ripponlea		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
contact lenses elwood		2	2	2	2	2	1	1	1	1	1	2	3	2	2	2	2	2	2	1	4	2	3	3	2	2	1	4	3	4	4	3	4	3	3	1	2	2	2	2
contact lenses st kilda		4	5	4	4	4	4	4	4	4	4	5	5	4	4	4	4	4	4	3	6	6	7	7	6	5	4	7	6	8	5	6	6	7	7	6	5	7	6	6
contact lenses ripponlea		1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
optometrist elsternwick		2	2	4	4	2	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
eye tests elsternwick		4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	3	3	3	1	1	2	3	3	2	2	2	3	3	3	3	3	3
contact lenses elsternwick		7	5	7	6	5	4	4	3	3	3	2	3	5	4	3	4	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	3	1	1	1	1
children's optometrist elsternwick		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
optometrist balaclava		7	5	5	6	6	6	5	1	3	4	4	6	6	6	5	7	7	6	6	8	7	4	3	4	4	4	4	4	4	4	4	4	4	4	7	5	6	6	6
eye tests balaclava		3	4	3	3	3	4	3	2	2	2	2	2	2	2	2	2	2	2	2	3	4	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2
optometrist brighton		10	8	9	9	9	12	10	9	9	10	13	13	12	9	9	9	8	8	8	8	9	9	8	7	8	9	10	8	9	8	10	12	12	10	9	-	9	10	8
eye tests brighton		7	6	5	5	6	5	5	6	6	6	6	6	6	6	5	5	5	5	5	6	6	7	6	7	7	6	6	6	6	7	8	13	14	11	6	8	8	9	8
contact lenses brighton		7	7	5	7	7	8	7	7	7	8	6	6	8	6	8	8	6	6	8	8	5	6	9	9	12	8	10	11	11	11	20	10	12	11	7	7	8	8	8
children's optometrist brighton		3	3	1	1	2	2	2	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	3	2	2	2	2	3	2	2
optometrist caulfield		5	4	5	5	2	4	4	1	3	4	8	8	7	5	7	5	6	11	11	9	10	8	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2
eye tests caulfield		3	3	4	3	4	5	2	1	1	1	1	1	1	1	1	1	1	1	3	3	3	2	1	1	1	1	1	1	1	1	1	2	2	3	2	2	2	2	2
contact lenses caulfield		8	6	4	4	3	4	3	2	2	5	7	6	4	3	8	8	8	7	3	6	5	4	4	4	4	4	4	4	4	4	3	3	4	4	2	3	2	3	3
children's optometrist caulfield		4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	3	2	2	2	2	3	2	2	3	2	2
optometrist gardenvale		11	4	3	4	3	4	3	3	3	4	3	3	3	3	4	5	4	5	5	5	5	4	3	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	2
eye tests gardenvale		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2
children's optometrist gardenvale		3	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2
optometrist brighton east		-	-	-	-	-	16	16	5	4	22	22	19	21	16	3	16	3	4	4	4	4	4	1	2	2	3	3	3	1	1	4	4	5	5	4	2	3	4	4
eye tests brighton east		-	-	-	-	-	5	8	1	2	10	10	10	2	8	9	9	2	3	2	2	3	3	2	2	2	3	1	1	1	1	1	2	3	4	2	3	3	3	3
contact lenses brighton east		-	-	-	-	-	12	5	6	6	51	7	6	2	6	6	8	7	5	5	7	5	1	1	1	1	1	1	1	1	1	1	2	2	3	2	2	2	2	2
children's optometrist brighton east		-	-	-	-	-	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	1	2	2	1	1	2	2	1	1
dry eye treatment balaclava		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dry eye treatment brighton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	9
dry eye treatment st kilda		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	11
dry eye treatment bentleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	5
dry eye treatment caulfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	4
dry eye treatment glen iris		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	6
dry eye treatment hughesdale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2
dry eye treatment malvern		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	41	46
dry eye treatment murrumbeena		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3
dry eye treatment oakleigh		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	13
