		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
commercial real estate vermont		35	-	-	-	-	-	-	-	-	-	-	24	24	50	16	3	3	-	-	-	-	4	6	-	-	-	8	7	6	6	7	7	-	5	4	4	4
commercial property vermont		10	-	-	-	-	-	-	-	-	-	-	-	18	-	6	3	4	-	-	-	4	4	6	-	-	-	8	9	7	7	7	6	-	4	4	4	4
houses for rent blackburn		15	-	-	-	-	-	-	9	10	10	9	8	8	8	12	9	-	-	15	12	12	8	11	7	-	-	-	36	44	33	-	-	18	-	32	-	-
houses for sale blackburn		19	-	-	-	-	14	13	14	14	-	12	14	15	-	15	14	-	16	13	20	-	16	17	11	-	-	28	18	24	18	-	20	14	20	17	33	-
real estate agents blackburn		20	-	-	-	-	16	16	22	19	64	15	20	23	17	14	12	13	14	12	12	10	11	10	10	12	21	31	16	35	58	58	24	23	30	31	39	-
commercial real estate blackburn		20	-	-	-	-	29	4	3	17	23	10	4	5	5	5	5	5	5	5	6	5	8	8	7	7	7	8	-	-	-	-	-	-	-	-	-	8
commercial property blackburn		14	-	-	-	-	-	24	19	10	10	6	4	6	10	12	14	17	15	20	14	4	5	8	7	8	8	9	31	31	13	-	10	11	-	41	30	7
houses for rent nunawading		13	-	39	-	-	-	40	32	34	26	25	26	25	41	42	32	33	35	-	46	-	-	11	13	-	47	30	24	24	22	24	42	37	17	-	-	14
houses for sale nunawading		12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	-	-	-	-	-	-	-	25	28	30	32	-	-	-	-	-	-	-	-
real estate agents nunawading		10	34	31	28	33	31	12	11	13	7	8	7	8	6	5	6	5	6	6	7	5	5	5	5	6	6	6	4	17	16	19	16	65	-	-	-	21
commercial real estate nunawading		13	19	10	-	23	28	16	20	18	16	13	17	8	7	12	11	5	5	10	4	5	5	4	6	12	18	21	19	17	22	18	50	29	10	12	5	4
commercial property nunawading		9	13	10	37	-	6	9	10	9	8	8	-	7	7	11	8	5	6	11	10	6	5	5	6	6	23	35	17	17	28	19	28	26	8	11	4	4
houses for rent mitcham		12	30	25	18	13	11	10	13	9	8	10	8	9	8	9	9	8	10	8	11	12	11	11	12	14	15	19	17	30	32	32	-	37	-	26	34	21
houses for sale mitcham		20	15	15	12	8	9	11	13	14	9	13	10	12	12	10	11	11	12	10	10	10	-	10	12	31	-	24	26	28	22	-	39	35	48	45	50	42
real estate agents mitcham		7	6	3	4	2	3	3	5	5	3	4	4	4	6	6	5	8	7	6	6	6	6	7	9	11	9	5	5	6	6	10	7	13	16	13	9	10
commercial real estate mitcham		29	32	23	14	15	4	4	12	10	10	9	11	4	5	-	5	4	3	3	3	4	4	6	6	6	6	6	7	6	6	6	8	4	4	4	7	4
commercial property mitcham		5	14	12	15	4	3	3	4	4	3	3	3	3	4	4	3	4	3	4	3	4	-	7	6	6	7	6	7	6	6	7	4	4	4	4	8	4
houses for rent forest hill		14	-	-	-	10	13	10	10	10	12	9	14	15	16	9	9	-	10	12	10	10	9	9	12	13	-	19	16	18	19	67	17	-	-	-	-	-
houses for sale forest hill		22	-	-	-	17	13	12	11	12	10	13	12	11	18	17	17	16	17	17	12	12	15	16	14	-	-	-	23	75	53	51	66	-	-	-	-	-
real estate agents forest hill		17	-	-	9	6	6	6	6	6	6	6	6	6	5	4	5	5	5	5	5	6	4	7	6	7	9	8	7	15	18	24	16	22	28	19	24	15
commercial real estate forest hill		20	-	-	-	36	23	9	16	6	55	9	9	9	8	5	27	4	4	19	6	3	3	3	5	5	84	5	91	5	19	19	14	4	11	-	-	9
commercial property forest hill		6	59	-	-	54	3	3	11	5	7	6	6	6	6	6	6	6	5	3	3	4	4	6	5	5	-	6	11	5	14	13	17	4	6	-	-	6
houses for rent surrey hills		-	-	-	11	11	14	12	11	14	15	15	19	14	14	11	12	15	12	15	19	11	-	13	12	-	38	46	20	26	16	13	9	9	18	18	18	13
houses for sale surrey hills		22	-	-	19	18	22	20	24	18	16	15	18	13	16	16	17	17	12	13	16	16	17	13	-	23	46	46	49	40	47	-	-	-	-	-	-	-
real estate agents surrey hills		19	-	-	41	18	38	37	37	35	18	13	12	12	10	11	12	14	16	7	7	9	8	7	8	7	42	44	44	43	13	24	55	30	30	27	44	18
commercial real estate surrey hills		14	-	-	-	27	32	22	23	22	24	20	31	15	14	15	15	16	15	13	15	12	11	18	-	14	65	-	20	25	27	23	-	26	-	-	-	-
commercial property surrey hills		6	38	-	-	35	28	14	14	11	17	14	16	12	12	16	11	17	12	11	10	10	5	7	7	14	42	20	16	18	23	19	59	32	97	30	-	22
houses for rent box hill south		10	-	-	-	-	-	17	21	21	10	10	9	8	11	10	9	9	12	11	10	12	10	9	13	14	-	-	22	17	34	33	-	24	19	12	-	32
houses for sale box hill south		15	-	-	-	13	14	13	13	9	11	11	15	14	-	16	16	16	13	14	14	17	17	14	17	17	-	-	-	-	-	-	-	-	31	-	19	22
real estate agents box hill south		-	-	22	18	20	20	20	19	15	17	13	22	23	24	26	25	29	24	30	22	-	15	23	20	24	33	32	35	-	39	-	29	29	38	33	33	23
commercial real estate box hill south		8	-	-	-	16	10	6	7	6	6	3	6	7	7	6	6	5	4	4	4	4	4	6	6	-	-	7	6	8	6	6	10	11	12	11	9	4
commercial property box hill south		6	25	-	-	23	7	4	5	5	3	5	5	6	-	3	4	3	3	3	4	4	3	3	5	-	-	49	6	7	6	6	5	10	7	8	6	4
