		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
Audi service centre doncaster		12	10	9	12	8	8	9	11	12	20	13	16	16	12	11	13	9	10	9	17	21	18	20	28	12	12	31	12	10	11	11	19	19	14	18	19	14
Audi specialist cheltenham		7	6	5	6	5	4	4	4	4	4	4	4	5	5	2	3	3	3	3	4	2	2	4	2	1	3	2	1	2	3	4	6	2	3	4	2	4
Audi specialist doncaster		5	4	5	5	4	5	5	8	8	8	8	9	9	7	8	9	5	6	7	7	3	4	8	6	5	4	4	4	4	5	4	6	5	6	8	5	5
bmw service melbourne		22	21	12	10	11	9	11	15	10	10	13	21	20	20	16	18	17	23	29	27	20	22	29	26	31	31	32	32	27	31	33	19	23	27	24	30	25
bmw service specialist melbourne		11	12	11	6	8	6	7	8	12	9	10	10	9	10	14	13	12	12	14	18	17	17	21	18	22	26	28	35	-	19	22	14	20	12	12	14	12
Porsche mechanic Cheltenham		1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	-	2
bmw specialist melbourne		16	18	14	12	12	10	12	12	11	11	11	10	11	11	14	12	12	12	14	20	18	19	23	20	24	28	26	29	20	17	24	20	23	17	17	13	13
Porsche service Berwick		4	7	4	4	4	4	4	4	4	4	5	5	5	4	4	5	4	4	4	4	4	4	4	5	4	4	4	4	3	5	4	4	4	4	5	6	4
mercedes mechanic melbourne		12	11	11	12	12	16	18	17	15	16	16	14	17	16	14	15	14	13	21	21	22	21	25	30	25	30	40	38	21	26	26	19	19	21	27	17	25
Porsche service Doncaster		7	14	24	13	7	7	6	7	7	8	8	7	5	6	7	7	7	8	8	11	10	20	20	21	28	25	34	31	21	22	26	23	16	13	18	16	15
mercedes workshop melbourne		12	9	7	9	8	9	13	14	12	12	14	13	14	16	12	13	9	12	13	21	21	22	17	16	17	17	15	19	11	12	11	10	12	17	15	13	17
Porsche specialist Cheltenham		5	7	5	5	5	6	5	6	6	5	2	2	3	2	1	1	2	3	4	3	2	3	4	4	3	1	1	3	2	4	1	3	4	4	5	2	3
volkswagen performance melbourne		3	3	3	3	3	3	3	3	3	5	5	4	6	6	6	6	6	6	6	7	9	9	12	8	8	6	8	7	7	7	11	13	9	17	18	-	9
VW service centre doncaster		6	5	5	4	4	5	5	5	5	5	8	11	8	6	8	5	8	8	6	7	6	5	6	5	5	5	6	6	7	7	7	7	7	7	5	-	4
volkswagen repairs melbourne		10	8	8	8	8	9	9	13	14	14	10	8	11	12	18	17	16	16	15	16	12	19	14	16	14	16	15	16	14	17	19	13	16	18	18	24	17
VW service cheltenham		1	1	2	2	2	2	3	4	3	44	4	3	2	1	1	1	1	1	3	4	2	2	4	3	3	3	3	3	2	4	1	2	5	4	4	-	4
volkswagen tuning melbourne		8	7	6	7	7	13	10	14	12	11	8	9	10	9	12	9	-	11	8	7	8	8	14	12	9	12	9	8	8	7	20	23	21	22	20	19	12
VW specialist doncaster		7	8	8	6	6	4	4	5	6	6	8	8	8	7	7	7	9	9	11	8	7	6	6	7	7	6	9	6	5	7	7	4	6	7	7	7	6
volkswagen workshop melbourne		1	1	1	2	2	2	1	3	3	3	5	5	5	4	8	8	9	10	9	8	9	9	12	11	10	11	11	10	12	10	13	10	24	21	9	15	16
audi auto mechanic berwick		6	7	5	5	5	6	5	6	7	6	8	7	6	6	6	7	6	7	7	7	5	5	7	7	8	5	7	8	9	9	8	8	8	11	11	-	10
audi car service berwick		12	12	6	6	6	6	6	6	7	11	7	7	7	6	6	7	7	9	9	13	9	15	17	14	11	11	14	14	29	28	16	30	29	25	32	23	21
european car service mount eliza		5	4	6	5	5	5	4	4	4	4	4	4	3	4	4	4	4	4	4	4	5	5	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2
audi servicing hallam		4	4	3	3	3	3	3	4	3	4	3	4	4	4	3	4	4	4	5	2	2	3	3	2	4	3	2	3	4	4	4	5	4	6	5	4	7
audi tuning hallam		3	4	4	3	3	3	3	3	4	2	2	2	2	4	4	6	5	3	2	2	2	3	3	3	2	3	3	3	5	4	4	6	6	5	8	6	8
volkswagen servicing hallam		2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3
volkswagen tuning hallam		1	1	2	1	3	4	2	3	4	3	3	2	3	2	4	6	3	3	2	2	2	3	3	2	2	2	2	2	2	2	2	3	5	5	9	36	8
european car service mount martha		4	5	5	4	4	4	4	4	4	4	4	4	3	4	4	4	5	4	4	4	5	5	4	6	4	3	3	5	5	4	3	3	3	3	3	3	3
european car mechanic mornington		20	29	20	13	12	13	12	21	20	21	11	11	11	11	11	11	12	12	12	12	5	4	6	6	8	6	6	6	6	5	4	5	7	7	6	7	8
european car service pearcedale		1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
european car service somerville		3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	-	2	2	2	1	1	1	1	1	1	1	1	1	1	2	31	-
audi servicing narre warren		5	7	5	2	3	3	3	4	6	6	4	4	4	5	7	7	7	7	7	8	4	4	4	3	5	4	3	3	3	3	3	3	3	8	9	7	7
audi tuning narre warren		1	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	4	7	7	5
volkswagen servicing narre warren		3	2	2	2	2	3	3	3	3	3	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	1	1	3	1	1	1	1	1	2	2
volkswagen specialist narre warren		1	1	3	1	2	2	2	2	2	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3
volkswagen tuning narre warren		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
vw service narre warren		2	2	3	1	1	3	3	3	4	3	4	3	3	2	4	2	2	2	2	2	2	2	2	3	2	2	3	3	2	3	5	4	2	1	2	2	3
porsche service melbourne		20	19	18	16	14	10	14	14	14	13	17	15	-	15	15	12	12	13	9	21	14	18	21	18	14	17	26	28	23	19	24	26	23	24	19	21	20
porsche mechanic berwick		5	10	4	4	4	4	4	4	4	4	4	8	5	4	4	5	4	5	4	5	4	4	4	4	1	5	1	4	3	5	4	4	3	3	3	4	3
porsche mechanic doncaster		6	7	5	3	3	3	3	4	4	2	4	4	3	2	2	3	3	4	6	6	2	4	10	8	8	4	4	5	7	8	9	8	8	13	7	7	4
porsche mechanic hallam		6	5	6	5	3	3	3	8	6	5	4	4	3	4	4	4	3	3	2	3	3	3	3	3	3	2	2	2	2	4	3	3	3	3	2	3	2
porsche mechanic mornington		5	5	4	5	5	5	5	7	5	6	5	5	7	8	9	7	6	6	6	9	7	10	9	9	7	8	6	7	7	5	8	7	8	8	8	9	5
porsche mechanic narre warren		3	3	2	2	2	2	2	2	2	3	2	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	1	1	2	2	2
porsche service hallam		14	10	11	8	8	7	8	12	14	12	13	11	10	10	10	12	8	6	5	7	4	6	6	6	4	3	4	3	4	4	4	4	4	2	3	3	3
porsche service mornington		5	5	4	5	5	5	5	7	7	8	6	8	9	9	9	9	6	7	8	8	7	10	11	11	8	9	9	11	12	12	11	11	11	9	10	11	9
porsche service narre warren		3	3	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	2	2
