		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-03-29	2022-04-22	2022-05-18	2022-06-06	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-13	2023-07-05	2023-07-25	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
ariat jacket australia		-	-	-	-	-	-	-	-	52	64	11	16	17	14	9	7	10	14	11	10	10	7	6	8	14	20	10	17	28	24	17	19	32	29	28	21	25	21	20
ariat jeans australia		-	-	-	-	-	-	-	-	10	16	17	16	13	16	15	17	16	21	20	21	21	24	24	18	23	11	19	18	25	25	20	29	22	34	37	20	27	24	28
cinch shirt australia		-	-	-	-	-	-	-	-	11	10	7	2	3	3	2	2	2	4	4	3	3	2	3	3	4	4	4	5	4	4	5	4	6	4	4	4	4	4	6
cinch shirts men		-	-	-	-	-	-	-	-	12	11	11	10	8	8	8	7	5	5	6	6	6	5	6	5	6	7	7	8	6	5	4	5	5	6	6	6	4	8	6
cinch shirts women		-	-	-	-	-	-	-	-	12	12	7	11	5	5	5	8	8	7	6	6	6	6	6	8	11	13	9	12	26	16	12	21	20	21	24	21	21	20	21
classic equine australia		-	-	-	-	-	-	-	-	8	8	8	5	2	2	2	4	3	3	3	5	4	4	3	3	4	4	4	4	4	3	4	3	3	3	4	4	3	3	1
classic equine saddle pad		-	-	-	-	-	-	-	-	4	4	4	4	4	4	3	4	4	4	4	5	4	4	4	4	8	6	9	8	9	8	7	8	7	8	9	5	5	5	3
corral australia		-	-	-	-	-	-	-	-	6	5	4	3	3	2	3	2	2	2	2	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3
corral boots australia		-	-	-	-	-	-	-	-	6	5	3	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3
cowgirl tuff australia		-	-	-	-	-	-	-	-	11	11	6	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	3	4	3	4	5	3	3	3	3
cowgirl tuff jeans		-	-	-	-	-	-	-	-	17	11	4	4	4	4	4	4	4	4	5	5	8	7	8	9	8	8	9	8	10	10	8	6	7	6	7	8	9	8	10
grace in la jeans australia		-	-	-	-	-	-	-	-	8	9	8	2	2	1	2	3	2	2	2	2	2	2	2	4	2	3	4	4	3	4	5	5	2	3	4	3	2	2	3
just country australia		-	-	-	-	-	-	-	-	-	-	-	-	16	19	6	5	10	12	14	8	4	7	6	6	8	7	7	7	7	9	7	8	11	11	10	6	10	6	7
just country clothing		-	-	-	-	-	-	-	-	-	-	-	-	16	22	7	5	8	8	7	10	9	7	7	7	7	9	10	8	10	11	7	14	14	12	4	5	10	9	7
just country work shirts		-	-	-	-	-	-	-	-	36	27	42	36	20	20	20	9	14	20	13	13	15	18	13	20	22	22	24	36	39	34	29	32	25	29	31	-	19	16	12
outback trading australia		-	-	-	-	-	-	-	-	16	17	7	8	7	2	2	2	3	2	3	3	3	3	3	3	3	3	2	2	3	3	3	4	4	5	4	2	1	5	4
outback trading hats		-	-	-	-	-	-	-	-	36	25	15	14	12	9	8	8	8	8	7	8	8	8	8	10	7	11	6	12	10	9	8	8	7	7	5	6	7	7	7
outback trading jackets		-	-	-	-	-	-	-	-	22	20	17	14	15	11	12	10	12	11	6	6	10	13	6	12	13	11	15	10	12	12	12	10	13	8	11	7	9	9	10
premier equine australia		-	-	-	-	-	-	-	-	55	-	-	39	36	34	32	12	14	14	14	10	12	12	13	12	13	11	12	10	12	10	11	9	11	7	8	8	8	9	11
professional's choice australia		-	-	-	-	-	-	-	-	12	11	3	2	2	2	2	2	1	1	2	1	2	1	2	3	2	2	2	3	3	3	3	2	3	2	2	2	2	3	2
roper boots australia		-	-	-	-	-	-	-	-	18	24	20	17	17	17	8	21	34	26	24	21	18	20	19	23	29	20	24	35	10	12	15	14	16	11	91	61	32	31	30
stetson australia		-	-	-	-	-	-	-	-	21	21	5	6	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2
wonpad australia		-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
yeti australia stockists		-	-	-	-	-	-	-	-	33	32	7	6	6	6	6	5	6	6	7	6	8	7	7	7	8	9	8	8	14	13	10	6	9	8	8	10	11	11	11
wrangler jeans australia		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	26	22	22	11	13	29	13	13	12
thomas cook clothing australia		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	17	14	15	16	16	16	43	19	20	21	16	16	18
pure western jeans australia		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43	53	42	50	13	20	21	22	20	20	19	64	68	58	47	39	20
twisted x boots australia		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	47	31	-	41	10	11	15	14	13	19	16	24	12	15	14	11	12
cowboy hats australia		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	15	18	24	20	21	24	21	22	20	17	19	19	20	23	28	27
cowboy hats for sale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23	20	14	20	10	17	18	17	17	9	6	36	31	29	29	13	16
mens western boots australia		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	6	7	5	6	7	7	6	7	9	5	8	5	5	5	4	4
pure western womens jeans		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	52	56	-	50	-	83	68	36	61	-	51	59	56	61
twisted x boots for sale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	11	15	16	14	17	18	21	23	25	21	29	22
western jeans for men		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	12	13	12	11	14	18	19	12	17	12	16	14	16	13	14	17
western jeans for women		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	50	36	41	21	27	29	45	33	29	36	17	21	20	19	18	15	16
western wear for sale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	2	2	1	1	1	1	1	4	4	6	2	1	1	1	1	2
womens western boots australia		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	12	12	13	10	15	17	14	20	19	82	14	17	10	-	11	10
wrangler jeans for sale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	39	44	45	34	39	33	29	20	17
