		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-05	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-17	2023-07-31	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-15	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
hot water unit replacement eltham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	3	3	3	3	3	2	2	3
hot water unit replacement elwood		1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	5	5	5	3	1	4	2	5
hot water unit replacement essendon		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	3	3	3	2	2	3	3	3	2	2	2	3
hot water unit replacement fairfield		1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3
hot water unit replacement footscray		1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
hot water unit replacement forest hill		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
hot water unit replacement frankston		1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	2	3	3	3	4	4	2	2	3	3	3	3	2	2
hot water unit replacement glen iris		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2
hot water unit replacement greensborough		2	1	1	1	2	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	3	2	3	2	2	2
hot water unit replacement hawthorn		2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water unit replacement heidelberg		1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water unit replacement hoppers crossing		1	1	1	1	1	1	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
hot water unit replacement ivanhoe		1	1	1	1	1	1	1	1	1	1	2	2	2	3	3	3	3	1	3	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2
hot water unit replacement kingsbury		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water unit replacement kooyong		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2
hot water unit replacement lalor		1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2
hot water unit replacement macleod		2	2	3	2	2	2	2	2	2	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	2
hot water unit replacement maidstone		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water unit replacement malvern		3	3	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2
hot water unit replacement melton		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water unit replacement mill park		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2
hot water unit replacement mitcham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water unit replacement montmorency		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1
hot water unit replacement northcote		2	2	2	3	2	1	1	1	1	1	1	1	1	1	2	2	1	2	2	4	3	3	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2
hot water unit replacement nunawading		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1
hot water unit replacement point cook		1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
hot water unit replacement preston		1	2	1	2	2	2	2	2	2	1	1	1	1	1	2	2	2	2	2	1	1	2	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2
hot water unit replacement reservoir		2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
hot water unit replacement ringwood		2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	1	1	2	2	1	2	1	1	2
hot water unit replacement rosanna		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1
hot water unit replacement south yarra		2	3	2	1	2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	-	1	1	2	1	2	2	2	2	2	3	2	2
hot water unit replacement st kilda		1	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	4	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
hot water unit replacement surrey hills		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water unit replacement tarneit		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	2	2	2	1	2	1	2	1	2	2	2	2
hot water unit replacement taylors lakes		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	2	2	2	2
hot water unit replacement thomastown		1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2
hot water unit replacement thornbury		3	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	3	2	1	1	1	1	3	1	2	2	2	1	2	1	1	2	2	2
hot water unit replacement viewbank		2	2	1	2	2	1	1	1	1	1	2	2	2	3	2	2	1	2	2	2	1	1	1	1	1	2	1	1	3	3	3	3	3	2	2	2	2	2
hot water unit replacement watsonia		3	3	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water unit replacement werribee		1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	3	1
hot water unit replacement yallambie		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1
hot water system repairs frankston		1	1	1	1	1	1	2	2	2	2	3	3	2	3	3	1	3	3	3	3	3	3	3	4	3	3	3	1	1	1	5	5	4	3	3	3	3	4
hot water installation aberfeldie		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	2	1
hot water installation armadale		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	5	1	8
hot water installation caroline springs		1	1	1	1	3	2	2	1	1	1	1	1	1	2	2	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	5	6	1	1	2	1	1	1
hot water installation cranbourne		1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	2	2	2	4	4	4	4	3	5	5	3	4	5	3	4
hot water installation doreen		1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
hot water installation essendon		1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	3	2	2	2	2	2	2	2	4	4	1	3	2	2	2	2
hot water installation frankston		1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	2	2	1	1	2	2	2	2	2	2	3	3	3	4	4	3	3	3	3	5	3	4
hot water installation kingsbury		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	3	2	2	1	2	1	1	1	1	1	1	1	1	2	4	2	2	1	8	8	1
hot water installation montmorency		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
hot water installation nunawading		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	3	3	1	1	1	1	1	1
hot water installation ringwood		3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	3	2	2	2	2	2	2	2	2	2	2	1	1	2
hot water installation south yarra		2	3	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	1	2	1	1	1	1	1	1	2	1	2	3	2	2	2	3	5	4
hot water installation surrey hills		1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1
hot water installation tarneit		3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	2	1
hot water installation taylors lakes		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1
hot water installation watsonia		1	1	2	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water installation werribee		1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	3	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	3	3
hot water installation yallambie		1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water installation yarraville		2	2	2	2	2	3	3	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
hot water service aberfeldie		1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	2	1	1	1
hot water service alphington		1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	2	2	2
hot water service armadale		1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	4	3	3	2	1	3	1	1	5	1	1	1	10
hot water service ascot vale		1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	3	5	4	1	3	3	4	6
hot water service balwyn		1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
hot water service bellfield		1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	3	3	1	3	1	1	2	13
hot water service berwick		2	2	2	2	2	2	2	2	2	3	4	4	4	2	3	3	6	3	3	3	2	2	3	2	3	3	4	3	3	3	2	3	3	3	3	4	4	4
hot water service blackburn		2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	3	2	2	2	3	5	4	7	6	6	2	2	1	2
hot water service box hill		3	3	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	1	2	2	2
hot water service braybrook		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water service broadmeadows		1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water service bundoora		1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	-	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2
hot water service burwood		2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	3	3	3	3	1	1	3	3
hot water service caroline springs		1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	3	1	1	2	2	2	2	2	1	1	1	2	1	2	1	2	2	1	1	3	2	2	2
hot water service coburg		2	4	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	3	4	4	4	7	5	2	3	2	3
hot water service craigieburn		1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	2	1	2	2	2	2	2	2	1	1	1	2	2	2
hot water service cranbourne		1	1	1	1	2	2	2	1	2	2	2	2	1	2	2	2	2	3	2	2	3	2	3	4	5	5	8	8	6	8	7	6	10	5	4	6	4	6
hot water service croydon		1	1	1	1	2	1	2	2	2	3	3	4	4	3	3	3	3	3	3	2	1	1	1	2	1	3	3	2	1	2	2	1	3	2	1	1	1	1
hot water service doreen		2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
hot water service eaglemont		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1
hot water service eltham		2	2	2	2	2	2	3	3	3	3	1	2	3	1	2	2	2	3	2	2	1	1	2	2	2	3	3	4	4	4	5	6	6	4	4	2	3	4
hot water service elwood		1	1	1	1	1	1	1	1	1	1	1	1	3	4	4	4	4	4	4	4	3	3	4	5	9	5	6	7	1	1	6	7	6	5	5	5	4	5
hot water service essendon		2	2	3	2	3	2	2	3	3	3	1	1	2	2	2	3	2	2	3	3	3	3	2	4	4	3	3	3	3	3	3	3	3	2	3	3	2	3
hot water service fairfield		2	3	2	2	2	1	1	1	1	1	1	2	1	2	3	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
hot water service footscray		3	3	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	2	1	2	2	2	1	2	1	1	2	1	1	2	2	2	2	2	4	4
hot water service forest hill		1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
hot water service frankston		2	2	2	1	2	2	2	2	2	2	4	4	3	4	2	3	3	3	3	3	3	3	3	4	4	4	5	5	5	5	5	5	5	4	3	3	3	3
hot water service glen iris		1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	6	2	2	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water service greensborough		1	2	1	1	2	2	2	2	4	3	2	3	3	3	3	3	1	4	3	4	3	3	4	2	3	2	2	2	2	2	2	3	2	2	2	3	3	2
hot water service hawthorn		3	3	3	3	3	2	2	1	3	3	3	3	3	2	3	3	3	3	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
hot water service heidelberg		1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	3	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2
hot water service ivanhoe		1	2	1	1	2	1	1	2	2	2	2	2	1	2	2	2	2	3	3	2	1	1	1	1	2	2	2	2	1	1	1	3	1	2	1	2	2	2
hot water service kooyong		1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	2
hot water service lalor		1	1	1	1	2	1	1	1	2	3	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	3	1	1	1	2	2	2
hot water service maidstone		1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	7	2
hot water service malvern		3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	1	4	5	6	5	6	1	1	2	2	1	1	2	2	2	2	2	2	2
hot water service melton		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	3	2	3
hot water service mill park		1	2	3	2	2	4	2	4	3	2	2	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	1	1	1	1
hot water service mitcham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
hot water service montmorency		1	1	1	1	2	2	2	1	1	3	3	3	3	3	3	3	2	5	3	2	2	2	2	2	3	2	2	3	1	1	1	1	1	1	1	1	1	1
hot water service northcote		3	3	3	3	3	2	3	2	2	1	2	2	2	2	2	2	2	2	2	4	3	6	1	1	4	2	2	2	2	1	2	2	2	2	2	2	2	2
hot water service nunawading		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	1	1	2	2	1	1	1	3	3	3	3	1	1	2	2	1	2
hot water service point cook		2	2	1	1	1	2	2	2	2	3	3	3	3	3	4	4	4	4	4	3	3	3	3	3	3	3	3	3	2	2	2	3	3	3	3	3	4	4
hot water service preston		2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	3	3	3	4	3	4	5	3	5	4	4	4	4	5	5	5	5	5	3	3	3	3
hot water service reservoir		2	2	2	2	2	1	2	2	2	2	1	1	1	1	2	1	2	4	2	2	1	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1
hot water service ringwood		4	4	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	3	3	3	3	3	2	2	2	2	2	1	2	2	2	3
hot water service rosanna		1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	1	1
hot water service south yarra		2	2	2	2	2	2	3	2	3	4	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	3	3	3	1	2	4	4	4
hot water service st kilda		3	4	3	3	3	3	4	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	1	2	1	2	2	1	1	1	2	2
hot water service surrey hills		1	1	2	1	1	1	1	2	4	4	2	4	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1
hot water service tarneit		2	2	1	1	2	2	2	1	1	2	1	1	1	1	2	4	1	1	2	1	2	3	1	2	2	2	2	2	2	1	2	2	1	1	1	2	2	2
