		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-08	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-14	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-05-23	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
anaesthetic trolley		-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	-	1
ankle braces		43	20	18	29	42	26	42	-	-	-	-	-	-	76	31	61	-	58	-	30	-	22	25	26	30	-	-	38	78	37	61	55	50	56	41	44	37	44
ankle cuff weights		-	-	-	-	-	-	-	2	2	2	3	1	1	3	7	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3
ankle exercisers		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ankle supports		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	71	53	-	-	-	-	-	-	-	-	-	-	65	-	-	-
apt trainers		-	-	-	-	-	-	-	3	3	3	3	3	3	3	3	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	3	2	3	2	2	2	2	2
arm ergometer		-	-	-	-	-	-	-	29	24	61	45	20	18	14	12	19	12	11	6	10	8	8	4	6	4	6	6	6	6	6	7	8	5	8	9	8	7	14
aso ankle brace		-	-	-	-	-	-	-	9	6	7	6	6	7	5	5	7	7	16	9	9	14	22	6	10	14	18	17	18	19	15	17	18	28	19	11	20	8	7
baby belly pillows		-	-	-	-	-	-	-	15	11	12	22	19	11	16	12	13	20	19	9	18	20	25	23	15	18	25	34	9	9	29	32	38	9	8	37	17	12	10
back supports		-	-	-	-	-	-	-	79	54	-	80	80	83	35	18	31	30	31	33	54	54	55	29	27	-	31	37	49	48	60	53	-	41	-	68	-	-	-
backnobber		-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	2
balance boards		-	-	-	-	-	-	-	-	-	-	-	-	-	80	49	45	34	24	52	46	41	45	36	40	32	43	13	14	13	44	36	49	16	10	51	50	44	50
balance equipment		-	-	-	-	-	-	-	8	10	-	9	8	16	5	4	6	3	2	3	3	3	3	3	2	3	2	2	1	1	2	2	2	3	2	2	3	3	2
bariatric beds		-	-	-	-	-	-	-	19	20	30	34	27	26	24	21	20	9	8	10	8	9	10	10	7	15	21	18	21	21	17	13	12	21	20	22	26	13	15
bariatric chairs		-	-	-	-	-	-	-	68	41	-	-	88	-	61	65	89	70	48	81	59	-	87	68	87	54	86	-	-	89	78	73	72	78	68	-	69	62	58
bariatric couches		-	-	-	-	-	-	-	7	8	6	8	7	8	6	4	3	2	2	2	3	1	1	2	3	5	3	2	6	3	2	3	2	2	2	1	1	-	2
bariatric hoist		-	-	-	-	-	-	-	33	22	29	32	25	23	33	49	39	90	35	16	18	40	38	20	26	22	11	22	23	18	11	55	21	45	50	64	40	42	43
bariatric products		-	-	-	-	-	-	-	99	86	84	87	82	81	13	13	10	12	10	13	13	12	15	9	14	17	24	22	24	26	14	19	17	13	13	18	13	14	10
bariatric scales		-	-	-	-	-	-	-	5	5	6	3	5	6	3	4	3	4	3	3	3	3	3	3	2	3	3	2	3	2	3	2	2	2	2	3	7	-	14
bariatric seating		-	-	-	-	-	-	-	31	81	-	-	-	-	-	83	89	77	68	-	-	-	76	57	47	40	49	65	24	41	41	43	21	33	42	41	41	53	47
bariatric shower chairs		-	-	-	-	-	-	-	28	24	27	27	28	34	6	24	23	15	10	15	11	17	9	8	27	15	11	12	19	16	65	56	55	76	54	19	49	46	47
bath aids		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	94	96	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	31	34	33	88	-	-
bath benches		-	-	-	-	-	-	-	67	-	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bath boards		-	-	-	-	-	-	-	30	-	36	-	-	-	-	-	-	-	42	-	32	-	39	44	-	51	-	31	30	30	27	-	-	-	26	50	80	19	25
bathroom aids		-	-	-	-	-	-	-	88	-	-	-	-	-	75	60	60	60	59	-	47	52	50	51	45	48	54	54	64	56	53	56	64	35	36	31	65	49	38
bathroom equipment		-	-	-	-	-	-	-	58	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	83	43	18	-	20	33
bauerfeind braces		-	-	-	-	-	-	-	9	7	7	8	4	6	5	5	5	6	5	4	5	5	5	4	7	13	12	13	18	6	5	10	4	6	10	7	6	-	7
bed alarms		-	-	-	-	-	-	-	8	7	5	9	10	10	14	14	15	18	16	19	16	18	22	21	28	22	13	45	41	44	36	39	32	36	37	30	41	28	29
belly pillows		-	-	-	-	-	-	-	3	3	3	2	4	5	3	4	4	4	4	3	4	4	6	5	4	5	5	5	6	5	5	5	5	6	5	4	4	6	4
better living		-	-	-	-	-	-	-	-	78	87	46	50	60	48	32	27	64	71	36	30	32	-	16	14	-	14	24	28	28	23	19	19	10	16	89	18	17	27
bobath plinth examination tables		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	5	2	2	2	3	2	2	2	4	4	4	4	4	3	3	4	4	3	4	5	3	3
buy ankle weights		-	-	-	-	-	-	-	27	24	35	83	77	-	19	22	28	33	30	37	42	38	43	28	39	29	34	-	-	-	-	-	-	-	-	-	-	-	-
buy hospital beds		-	-	-	-	-	-	-	11	10	10	9	9	25	19	19	22	-	-	-	13	-	-	-	-	11	-	-	-	-	31	33	43	44	50	13	42	-	31
buy pregnancy pillows		-	-	-	-	-	-	-	-	-	-	-	-	-	-	81	79	91	72	78	68	68	-	-	-	-	-	-	-	-	-	-	12	33	13	15	12	10	10
calf stretcher		-	-	-	-	-	-	-	1	4	4	3	3	3	4	1	1	-	3	4	6	6	3	2	2	2	2	3	5	3	3	3	3	2	2	17	15	14	7
cello paper rolls		-	-	-	-	-	-	-	71	-	34	25	33	27	27	22	29	56	35	36	39	36	40	47	31	37	42	53	63	56	28	28	28	23	25	18	18	18	20
charnley pillows		-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chattanooga ultrasound machine		-	-	-	-	-	-	-	5	3	4	2	4	4	3	4	4	5	3	3	3	3	5	5	3	3	3	5	3	3	4	2	6	2	2	2	3	2	7
chiropractic tables		-	-	-	-	-	-	-	50	20	21	21	19	20	45	20	20	17	19	17	30	47	39	44	33	24	27	41	37	56	33	43	52	48	31	20	40	30	30
coccyx cushions		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	58	61	65	-	67	70	-	-	36	35	19	13	24	21	61	78	83	59	37	11	84	68	57
cold packs		68	70	71	50	-	72	60	-	-	-	-	-	-	-	78	80	85	66	-	-	51	82	57	93	47	28	51	58	38	51	52	68	73	68	-	92	76	73
commercial privacy screens		-	-	-	-	-	-	-	-	-	-	-	-	-	5	3	4	5	5	2	5	6	5	5	8	9	10	9	11	9	4	3	4	8	13	8	11	15	15
continuous passive motion		15	14	12	14	7	8	8	8	6	7	7	10	6	8	7	7	10	8	7	7	7	6	6	6	6	6	6	8	6	7	6	9	9	7	6	6	6	6
corner rehabilitation staircase		-	-	-	-	-	-	-	1	2	2	2	2	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
cpm		-	-	-	-	-	-	-	-	92	79	86	89	86	91	51	42	37	43	40	38	42	78	74	73	63	89	75	76	81	75	77	75	55	53	46	48	69	54
cpm machines		-	-	-	-	-	-	-	9	12	12	12	14	11	8	6	5	3	4	4	3	3	3	4	4	6	6	3	6	5	3	3	4	2	4	2	3	3	4
cycle ergometer		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	52	33	25	35	21	30	21	13	18	22	30	39	33	34	30	31	23	37	-	53	72	-
dialysis chairs		3	2	2	1	2	2	1	6	4	4	5	4	4	4	4	5	6	5	6	5	4	3	2	3	3	2	2	2	2	2	3	4	3	2	7	10	10	3
dialysis couches		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
disability aids melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
disability hoist		-	-	-	-	-	-	-	-	-	-	-	-	-	72	30	14	-	20	25	24	-	22	25	25	20	-	-	37	38	36	32	35	36	28	30	25	27	77
disability supplies		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
doppler machines		-	-	-	-	-	-	-	-	-	-	-	-	-	2	4	5	8	8	5	5	5	3	5	7	3	5	10	7	6	6	10	6	9	11	8	11	13	11
dopplers		-	99	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
dressing trolleys		-	-	-	-	-	-	-	4	3	3	3	4	3	3	10	10	9	10	10	8	5	7	4	8	4	3	3	4	4	5	3	3	5	3	3	3	3	6
drinking aids		-	-	-	-	-	-	-	32	31	34	33	36	35	-	10	31	-	-	-	-	-	-	9	11	13	14	10	14	15	11	8	6	9	15	14	13	15	16
dynamometers		-	-	-	-	-	-	-	23	20	17	18	15	8	6	7	6	5	17	20	24	17	16	15	21	8	10	11	11	11	9	7	8	8	10	7	8	9	8
dysphagia cup		-	-	-	-	-	-	-	57	52	33	39	40	55	18	18	18	20	15	14	2	3	42	26	23	9	3	5	5	5	4	10	12	9	11	20	32	8	8
e stim machines		-	-	-	-	-	-	-	47	50	45	50	69	73	35	33	33	76	57	55	64	50	-	23	22	16	20	18	2	2	2	27	26	35	13	35	42	43	48
elastic tubing		-	-	-	-	-	-	-	-	-	-	-	-	-	87	-	-	-	-	24	-	-	-	-	-	-	-	31	-	-	-	-	-	-	-	-	-	-	-
elbow braces		78	71	55	69	67	65	35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	76	-	23	23	31	25	15	19	20	-	-	33	-	-	16
elderly chairs		-	-	-	-	-	-	-	-	-	-	-	-	-	-	48	-	33	27	28	-	-	25	21	27	24	12	9	21	16	19	18	15	24	38	-	34	24	35
electrotherapy machines		-	-	-	-	-	-	-	1	3	3	3	3	3	2	2	2	5	3	3	3	3	4	3	4	4	5	6	4	4	3	2	2	2	3	2	3	2	2
emergency carts		-	-	-	-	-	-	-	1	3	3	5	8	7	5	7	6	3	3	3	5	17	5	9	3	2	4	9	9	7	2	2	2	3	3	3	2	-	5
emergency trolley		-	-	-	-	-	-	-	2	3	4	3	4	4	4	2	3	2	3	2	2	3	2	2	3	4	4	4	3	3	3	3	3	4	7	7	5	15	18
ems machines		-	-	-	-	-	-	-	14	27	29	25	28	28	3	3	3	-	8	21	28	16	5	5	7	5	5	6	7	7	5	2	7	5	7	6	30	-	11
ems muscle stimulators		40	29	11	20	25	10	14	-	-	-	-	-	-	46	44	42	-	69	87	86	50	36	26	23	21	-	24	30	31	36	34	37	35	-	33	39	24	-
ent chairs		-	-	-	-	-	-	-	1	5	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	4	1	1	1	1	1	1	1	1
equagel cushions		-	-	-	-	-	-	-	2	2	2	2	2	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	2	2
equagel general cushions		-	-	-	-	-	-	-	7	7	8	8	8	5	7	5	9	5	6	7	6	8	7	6	5	5	5	6	7	5	7	7	6	9	10	9	34	23	24
equagel pressure cushions		4	2	2	2	2	2	2	4	3	3	3	3	4	4	2	2	2	2	3	2	2	3	3	2	4	2	3	3	3	3	2	4	2	3	2	2	2	2
equagel protector cushions		-	-	-	-	-	-	-	7	7	6	6	5	6	6	3	3	2	2	3	2	2	2	2	2	2	2	2	3	3	2	3	4	5	5	4	3	4	5
equipment trolleys		-	-	-	-	-	-	-	16	10	19	15	26	19	11	10	7	17	11	10	10	9	14	13	18	22	27	35	31	30	16	17	15	21	15	15	24	20	23
ergometer bikes		-	-	-	-	-	-	-	88	58	-	66	66	69	25	46	48	17	14	14	11	14	11	12	17	12	15	17	19	20	8	17	16	18	19	13	16	8	14
e-stim machines		-	-	-	-	-	-	-	48	-	45	-	66	75	35	32	36	-	57	47	46	47	30	26	19	15	20	19	2	2	2	27	-	35	14	41	40	43	47
etac		-	-	-	-	-	-	-	30	4	9	9	5	10	17	28	23	42	48	23	19	21	12	14	8	10	15	13	17	19	13	14	10	4	8	9	10	10	11
examination couches		17	21	13	12	16	15	17	55	30	35	27	28	27	24	22	22	21	19	24	23	21	18	14	17	15	18	15	19	15	18	12	10	15	25	23	22	19	19
exercise balls		-	-	-	-	-	-	-	-	-	-	-	-	-	89	70	82	-	71	58	52	69	44	45	50	53	46	57	63	73	69	58	47	57	39	43	38	37	16
exercise mat for sale		-	-	-	-	-	-	-	65	-	47	-	-	-	11	5	11	46	11	17	10	10	10	9	20	21	19	43	18	15	10	8	7	7	40	-	42	36	31
exercise mats		-	-	-	-	-	-	-	88	69	55	62	75	59	33	15	22	75	21	26	21	17	31	39	43	46	48	56	88	83	68	96	-	91	-	91	93	40	-
exercise pedals		-	-	-	-	-	-	-	9	-	-	-	-	-	-	-	-	-	22	-	-	24	-	-	-	8	-	-	1	1	2	2	1	2	2	1	2	-	1
exercise rollers		-	-	-	-	-	-	-	-	-	-	-	-	-	-	33	29	39	30	21	27	27	21	26	35	23	32	37	42	44	28	24	19	50	42	23	17	18	20
exercise therapy equipment		-	-	-	-	-	-	-	2	3	3	2	2	2	3	4	3	3	3	3	3	3	4	3	3	3	5	3	2	3	4	4	3	4	6	5	6	4	5
exercise tubing		2	3	2	2	2	4	2	11	13	16	7	38	30	18	27	76	53	-	67	77	-	-	-	51	24	-	43	-	61	-	-	37	35	29	64	44	11	12
fes bike		-	-	-	-	-	-	-	20	-	-	83	-	94	-	66	67	74	-	-	-	57	70	35	-	39	-	38	39	44	41	40	42	46	30	30	31	43	55
fes cycle		-	-	-	-	-	-	-	17	28	84	-	77	-	79	-	61	48	48	45	39	24	37	36	32	34	43	36	35	41	34	32	31	51	46	56	66	77	-
fit ball		-	-	-	-	-	-	-	64	46	48	50	43	46	49	45	46	58	53	74	77	90	54	17	16	11	19	24	75	72	67	68	52	68	51	65	37	24	31
fitness mats melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	12	10	11	9	12	28	11	23	10	10	9	8	9	8	14	11	8	13	16	14	10	14	8	6	15
floor pedal exercisers		-	-	-	-	-	-	-	14	22	34	22	19	27	3	2	2	3	2	4	3	3	2	2	2	3	2	2	2	2	2	1	2	1	1	1	1	1	1
floorline beds		-	-	-	-	-	-	-	44	41	42	45	50	-	46	66	43	66	49	51	26	27	24	27	25	26	19	28	45	18	11	32	38	39	33	21	21	23	32
foam rollers australia		-	-	-	-	-	-	-	81	-	64	78	69	60	59	58	61	79	79	64	64	64	77	80	84	89	85	95	99	78	54	27	61	-	71	85	-	-	-
foot brace		-	-	-	-	-	-	-	11	13	11	13	13	16	10	10	8	10	10	12	13	11	10	9	11	12	10	13	14	14	18	15	18	28	22	19	20	26	20
foot pedal exercisers		-	-	-	-	-	-	-	15	37	31	25	20	29	-	5	6	16	16	15	12	18	16	10	4	8	2	2	1	1	1	1	1	1	2	1	1	2	1
gait analysis		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	94	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	67
gait assessment		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	91	96	91	82	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	49	43	42	39
gaitrite		-	-	-	-	-	-	-	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2
gel cushions		-	-	-	-	-	-	-	96	-	-	-	-	-	77	79	91	-	97	-	41	72	68	55	65	37	44	50	70	11	17	13	-	21	21	35	23	32	57
gel seat cushions		-	-	-	-	-	-	-	51	45	48	40	49	50	-	31	47	74	64	62	45	47	48	57	69	-	45	60	-	71	-	-	70	77	49	65	53	41	43
gel seat pad		-	-	-	-	-	-	-	-	-	-	-	-	-	56	-	-	57	43	-	37	42	55	42	50	33	44	61	73	58	68	59	68	54	-	68	43	-	35
goniometers		-	-	-	-	-	-	-	78	66	-	-	86	66	20	17	15	15	17	16	16	17	12	7	8	4	7	10	6	6	51	6	9	6	10	6	11	6	7
guthrie smith apparatus		-	-	-	-	-	-	-	4	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	1	1	1	1
guthrie smith frames		-	-	-	-	-	-	-	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1
gym equipment melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	76	73	75	70	71	76	75	58	46	53	48	39	52	58	58	51	81	91	-	44	55	65	55	59
gym mats for sale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	62	-	54	65	75	-	89	-	-	-	-	-	-	-	-	83
gym stations for sale		-	-	-	-	-	-	-	-	-	-	-	-	-	25	46	-	33	-	35	39	-	10	11	9	-	11	10	-	49	47	9	12	45	44	42	16	16	8
gymstick		-	-	-	-	-	-	-	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	6	5	4	4	4	4	4	4	4	4	3	4	5	6	5	6
gynaecology chairs		-	-	-	-	-	-	-	3	2	4	3	4	5	1	1	1	3	2	2	5	8	8	8	3	3	4	4	4	4	2	2	2	2	2	1	2	2	2
gynecologist chairs		-	-	-	-	-	-	-	-	4	10	7	6	6	2	1	1	3	2	3	3	3	4	7	5	2	7	6	5	5	2	3	7	4	5	7	4	4	5
gyno chairs		-	-	-	-	-	-	-	-	20	5	24	6	4	3	2	2	48	85	-	66	91	24	18	18	21	28	43	40	42	35	39	33	37	34	83	-	-	-
hand braces		4	4	3	3	3	3	3	11	11	12	15	13	13	11	8	10	13	12	23	12	12	17	13	25	26	27	30	34	25	39	38	38	26	41	40	40	-	39
hand dynamometers		-	-	-	-	-	-	-	6	7	6	12	9	9	9	7	8	8	8	8	7	7	8	5	5	5	5	4	5	5	5	12	10	10	5	6	29	-	5
hand exercisers		-	-	-	-	-	-	-	-	-	-	-	-	-	66	49	50	-	84	-	-	-	-	35	32	29	33	45	36	40	35	33	34	29	25	-	31	29	30
hand weights		-	-	-	-	-	-	-	-	-	-	-	-	-	26	20	17	14	20	28	29	31	18	18	25	22	24	18	24	28	39	31	30	43	46	18	15	17	16
high back chairs		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	58	-	-	90	58	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hire cpm machines		-	-	-	-	-	-	-	2	2	2	4	4	4	2	2	2	2	2	2	2	2	2	2	2	3	1	1	1	1	1	1	1	1	1	1	1	8	1
hospital equipment		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	88	-	-	-	-	-	-	-	80	-	-	-	-
hospital laundry trolley		-	-	-	-	-	-	-	6	6	5	5	5	5	5	6	7	7	4	6	5	5	8	9	4	9	2	2	2	2	1	1	1	1	5	14	4	-	9
hospital linen trolley		-	-	-	-	-	-	-	17	19	11	20	20	24	9	8	9	7	6	5	5	5	7	4	7	4	2	2	3	2	-	1	6	2	10	-	22	9	21
hospital privacy screen		-	-	-	-	-	-	-	23	28	20	20	19	27	6	8	8	6	4	4	6	7	5	9	9	12	12	19	21	17	9	6	13	13	43	48	49	-	36
hospital products		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hospital stretcher		-	-	-	-	-	-	-	-	47	39	65	53	52	26	17	13	68	25	32	37	-	19	17	22	20	13	4	3	4	3	3	5	-	11	6	5	4	3
hospital supplies		-	-	-	-	-	-	-	-	-	-	84	-	79	73	-	-	72	61	-	-	-	-	-	-	-	-	-	49	47	-	-	-	-	-	-	71	90	55
hospital trolleys		-	-	-	-	-	-	-	15	9	10	40	45	45	19	22	8	9	8	6	7	7	7	7	8	7	6	6	6	7	7	5	6	2	2	1	1	1	3
hot packs		38	51	33	27	34	41	49	69	32	49	54	52	61	45	24	25	31	33	27	29	27	58	-	25	12	7	7	8	6	9	24	29	44	51	48	46	25	42
hydrocollator		-	-	-	-	-	-	-	6	4	4	5	4	4	4	5	5	6	6	6	6	6	7	3	6	4	11	11	11	7	7	8	10	18	28	4	4	7	10
hydrocollator machines		-	-	-	-	-	-	-	4	4	6	7	6	7	3	5	6	2	6	3	4	4	3	2	4	2	3	4	3	3	3	6	7	5	3	2	2	2	2
hydrotherapy equipment		3	3	3	3	3	3	3	4	4	4	3	4	3	3	2	3	4	3	4	7	8	6	6	5	5	4	6	9	11	8	6	10	8	16	23	16	23	23
icb orthotics		-	-	-	-	-	-	-	2	2	10	2	2	3	5	6	6	6	7	6	8	6	6	12	5	9	10	10	16	12	14	12	6	12	13	13	22	13	11
instrument trolleys		-	-	-	-	-	-	-	2	9	13	12	11	12	35	23	32	32	26	25	21	18	10	22	22	27	23	17	16	14	12	12	15	10	22	14	13	10	38
isolation carts		-	-	-	-	-	-	-	2	6	5	11	8	5	4	1	2	1	1	2	2	3	2	3	4	4	6	3	3	2	2	3	2	2	1	4	3	4	4
iv poles		-	-	-	-	-	-	-	29	59	38	34	29	17	16	8	8	31	8	7	10	36	11	32	20	19	11	15	27	15	15	15	15	12	16	12	9	87	7
iv stands		-	-	-	-	-	-	-	84	-	83	-	-	75	34	14	12	10	9	11	11	13	13	13	20	15	19	22	27	22	12	18	15	11	15	19	14	9	8
knee braces		37	29	37	34	32	25	62	37	53	73	93	-	-	44	29	49	53	47	97	92	80	46	33	48	42	41	42	51	53	-	67	56	-	-	48	-	-	37
knee supports		-	-	-	-	-	-	-	47	94	-	-	-	-	56	48	55	98	80	77	69	-	57	48	-	43	41	50	60	59	75	70	61	-	-	48	-	31	-
kylie continence aids		-	-	-	-	-	-	-	17	3	24	13	13	12	10	7	7	6	7	6	5	5	6	3	5	3	3	3	2	2	1	1	1	1	2	1	1	1	2
laundry skips		-	-	-	-	-	-	-	4	6	6	12	12	10	5	5	6	13	16	17	12	11	11	8	8	11	8	9	10	13	10	14	10	4	4	6	5	10	12
laundry trolleys melbourne		-	-	-	-	-	-	-	-	82	-	-	-	-	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	4	2	2	2	2	46	10
linen skips hospital		-	-	-	-	-	-	-	12	8	13	19	16	16	7	7	7	7	8	9	11	12	10	7	12	11	6	8	4	9	4	2	3	3	2	2	1	2	12
linen trolley		-	-	-	-	-	-	-	68	49	-	-	-	-	41	42	46	46	46	52	49	43	37	42	40	35	43	38	56	55	36	45	43	50	-	-	-	-	-
locking medication carts		-	-	-	-	-	-	-	4	3	12	5	16	21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
lumbar rolls		-	-	-	-	-	-	-	28	21	30	20	18	28	51	46	33	25	20	12	12	14	10	9	14	8	9	7	10	15	13	10	13	23	19	17	15	7	10
massage couches		-	-	-	-	-	-	-	29	10	35	16	15	10	12	12	8	8	9	14	13	14	-	11	13	13	16	12	12	12	10	12	18	8	8	2	8	6	10
maternity pillows australia		-	-	-	-	-	-	-	-	-	-	-	-	-	45	42	46	43	35	37	34	33	50	30	26	33	20	42	-	53	48	44	44	55	26	53	40	20	25
medical aids		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	27	24	29	38	60	67	58	41	47	47	50	38	40	36	36	27
medical carts		-	-	-	-	-	-	-	2	3	2	1	2	2	6	6	7	3	3	1	2	1	1	2	6	1	3	6	3	4	2	3	4	4	5	6	4	7	6
medical chairs		-	-	-	-	-	-	-	-	-	-	-	-	-	58	30	41	54	53	63	85	28	69	28	26	26	17	23	19	17	16	8	7	13	22	11	9	10	12
medical charts		-	-	-	-	-	-	-	-	-	-	-	-	-	63	-	46	49	-	-	-	-	-	-	-	-	6	7	6	4	6	2	6	2	2	2	2	3	2
medical couches		-	-	-	-	-	-	-	57	26	28	22	23	23	21	19	15	20	19	17	17	16	15	13	15	15	16	17	20	21	12	18	18	35	20	19	27	15	13
medical cushions		-	-	-	-	-	-	-	7	34	28	37	34	35	12	11	9	41	7	10	11	8	5	4	6	3	4	5	7	7	4	4	8	7	5	3	5	47	5
medical equipment australia		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	69	54	28	27	62	68	54	50	52	48	51	55	50	53	56	-	54
medical models		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	36	33	32	-	35	-	29	48	50	40	-	-	-	-	33	28	44	32	38
