		2021-08-18	2021-09-16	2021-10-21	2021-11-18	2021-12-03	2022-01-20	2022-02-17	2022-03-18	2022-04-11	2022-05-18	2022-06-15	2022-07-14	2022-08-17	2022-09-16	2022-10-13	2022-10-18	2022-11-18	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-14	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-10	2024-05-16	2024-06-13	2024-07-18
electric bike conversion kit		4	7	3	4	3	5	5	4	5	5	5	5	6	5	6	6	5	5	8	7	8	8	7	8	7	10	8	10	12	10	11	12	9	11	7	10	11
electric bike kit		5	5	4	4	5	5	2	3	3	3	3	5	6	5	5	5	4	4	5	5	5	8	6	8	7	8	7	8	9	9	7	10	8	10	10	10	10
electric bike kits australia		4	3	1	3	4	3	3	2	3	3	2	4	5	4	4	4	3	2	4	4	4	4	3	3	3	3	3	4	5	8	7	8	8	8	6	10	2
electric bike melbourne		4	4	5	4	4	5	3	3	4	3	4	5	5	5	6	6	5	6	6	6	6	6	7	7	6	8	6	10	8	9	9	10	10	11	11	10	10
electric bike perth		36	40	32	26	17	22	18	20	19	22	19	17	16	14	14	11	12	15	21	19	19	18	27	23	22	29	26	30	21	23	28	27	23	20	15	16	17
electric bike shop		4	4	3	3	3	5	3	4	3	5	4	3	3	3	2	3	3	3	3	3	3	3	3	4	4	3	4	4	6	2	2	5	2	3	3	2	2
electric bike shop melbourne		4	4	4	5	4	3	3	3	4	5	5	4	4	3	4	4	3	4	3	3	5	4	7	5	4	7	4	8	9	8	7	9	9	11	14	8	9
electric bike spare parts		1	1	1	1	1	1	2	2	2	2	2	1	1	1	2	1	3	1	1	1	1	3	3	4	2	2	1	1	1	1	1	1	1	1	1	1	1
electric bike sydney		3	4	4	3	3	4	3	3	7	7	7	8	8	9	7	6	5	8	6	8	8	8	8	8	8	11	6	9	9	10	10	11	11	13	13	25	18
electric bikes		7	6	5	4	10	13	9	10	3	4	4	4	4	3	4	5	3	3	2	6	5	7	10	8	13	13	15	18	17	18	22	20	21	23	25	24	16
electric bikes adelaide		3	3	4	4	3	7	7	6	6	6	7	8	8	7	7	8	8	10	9	9	10	10	10	10	9	11	11	9	9	12	8	7	6	7	8	6	8
electric bikes australia		9	8	6	7	7	9	4	5	6	5	5	3	5	3	3	3	3	2	3	4	4	4	4	5	7	7	2	8	5	6	7	9	6	7	11	13	13
electric bikes brisbane		4	4	2	5	4	5	4	5	7	7	10	14	8	13	15	14	18	27	8	8	15	19	13	16	14	16	13	14	12	13	15	20	16	9	7	8	8
electric bikes for sale		9	8	5	7	5	7	4	4	4	4	3	6	5	4	3	3	4	5	3	7	6	7	10	10	11	12	8	11	10	13	13	15	17	15	15	16	8
electric bikes melbourne		4	5	5	4	5	4	5	3	3	3	4	4	5	6	6	6	5	5	6	6	6	6	6	6	7	7	7	10	9	9	9	9	11	10	12	9	10
electric bikes perth		14	14	12	11	12	18	18	23	19	19	25	18	22	14	17	15	13	30	19	16	17	17	37	36	28	32	17	26	22	25	27	28	25	22	14	22	20
electric bikes sydney		25	18	10	3	3	4	3	3	8	8	7	8	8	8	7	7	5	8	6	6	8	7	8	9	10	9	6	10	11	11	11	11	12	15	17	36	18
electric cruiser bike		9	9	7	12	10	16	8	7	6	9	26	21	51	21	41	25	26	23	52	36	14	46	44	54	53	58	41	25	21	41	49	53	45	41	20	28	33
electric fat bike		2	2	3	2	2	8	4	4	5	3	11	8	7	-	-	-	12	11	7	6	13	13	12	21	14	18	22	23	25	28	32	38	42	47	32	20	-
electric fat bike australia		2	2	2	2	2	4	3	3	6	2	-	-	-	-	-	-	8	7	5	3	8	8	8	7	10	9	14	15	17	24	26	26	27	27	20	17	65
electric folding bike		6	7	5	5	3	5	5	4	6	7	5	6	5	6	5	5	6	7	8	8	8	8	8	8	8	6	4	2	2	2	1	1	1	3	2	4	2
electric folding bike sydney		8	11	8	9	8	13	8	11	11	8	10	11	10	10	9	8	8	3	5	14	4	3	4	3	4	6	3	3	3	2	1	3	2	1	1	1	1
electric mountain bike		20	23	33	9	8	9	11	10	8	11	8	7	10	7	8	8	10	9	9	8	12	12	10	19	14	11	18	13	11	4	3	6	4	6	5	7	5
electric mountain bike for sale		10	8	8	8	8	7	7	5	5	5	6	5	6	5	5	5	5	5	5	6	6	7	6	7	6	5	5	2	2	2	2	1	2	2	2	2	3
electric mountain bikes australia		16	15	9	10	9	11	12	10	11	10	11	9	9	8	10	10	11	11	12	14	11	9	8	-	12	12	11	9	9	3	2	2	4	7	4	4	4
electric push bike		5	5	7	7	7	6	6	6	5	5	5	5	3	3	4	3	5	6	3	7	6	6	7	7	14	11	6	11	6	10	10	13	6	2	3	3	4
electric road bike		87	55	37	48	42	38	45	47	43	45	52	50	74	71	83	52	72	-	73	-	-	-	-	-	-	-	46	47	52	54	57	61	42	46	31	30	-
fast electric bike		11	12	10	13	9	12	10	11	16	7	11	7	11	6	8	7	8	5	12	9	10	11	13	12	11	15	12	11	12	14	61	66	63	-	-	-	34
fat tyre electric bike		1	1	4	3	6	10	6	4	3	7	-	-	-	-	-	10	10	8	7	9	11	21	16	17	23	23	22	25	32	25	38	51	52	-	28	-	40
fold up electric bike		4	4	4	4	3	5	4	3	4	4	4	5	5	5	3	3	3	3	5	6	5	6	4	4	4	2	3	2	2	1	1	1	1	1	1	1	1
foldable ebike		2	2	1	1	1	3	1	1	2	1	3	1	1	1	2	3	2	4	5	6	6	7	8	6	6	3	2	1	1	1	1	1	1	1	1	1	2
foldable electric bike		5	7	5	5	3	5	8	4	4	7	8	5	5	5	5	5	4	4	6	6	8	8	8	8	8	7	3	3	2	2	2	2	1	2	3	2	1
folding e bike		4	5	5	5	4	5	5	4	4	4	6	5	5	6	5	6	5	5	7	8	7	9	8	9	11	5	4	3	3	1	2	1	2	2	1	1	1
folding ebike		2	3	1	4	3	5	2	2	4	7	6	6	5	4	4	4	4	4	5	4	6	8	6	5	8	3	3	2	2	3	2	1	1	2	2	2	2
folding electric bicycle		3	6	5	5	5	6	6	3	4	6	6	6	4	4	5	4	4	4	7	6	7	8	9	8	8	4	3	2	2	2	2	2	1	3	1	1	1
folding electric bike		5	8	5	5	3	4	9	7	5	9	10	6	6	4	4	4	4	5	7	7	7	9	6	8	7	7	3	2	2	2	2	3	1	2	1	3	1
folding electric bikes australia		6	6	3	3	2	4	15	7	5	11	7	3	3	3	3	3	4	3	3	3	4	1	3	3	5	1	4	2	2	2	2	5	1	1	2	1	1
melbourne electric bikes		4	4	4	4	4	3	3	3	5	5	5	5	5	6	5	6	5	6	7	6	9	9	11	9	8	10	9	11	8	8	9	9	12	12	12	12	11
step through electric bike		8	10	10	6	8	9	7	5	10	6	18	13	13	10	9	9	8	14	13	21	8	5	1	1	2	2	3	1	1	1	1	1	1	1	1	2	2
sydney electric bikes		-	-	79	-	29	3	3	3	11	10	12	12	11	10	16	13	15	27	21	18	9	15	11	11	16	15	14	22	16	16	20	21	15	25	24	15	13
womens e bike		31	30	20	17	16	19	8	13	9	10	21	18	16	12	15	22	15	16	17	16	20	18	44	-	31	65	24	26	34	53	69	20	58	23	24	25	34
womens electric bike		28	26	21	16	15	18	8	8	9	8	18	17	16	12	13	27	11	15	12	17	19	14	30	27	31	41	38	-	23	51	64	18	32	64	36	29	40
electric bikes online		2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	2	2	2	3	3	5	4	2	3	2	5	5	4	4	5	7	8	8
e bike repair		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	32	33	42	36	20	37	64	68	44	41	40	36	40	27	48	55	86	7	9	9	6
electric comfort bikes		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	7	7	6	4	4	3	4	4	4	2	3	1	2	2	2	2	2	2	2	3	3
electric commuter bikes		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	30	24	25	24	24	19	15	17	22	25	25	26	42	46	43	74	66	26	22	23	42	46
electric hybrid bikes		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	7	6	7	7	7	8	8	13	13	12	11	15	9	16	18	33	16	14	13	18	12
electric retro bikes		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	12	15	14	15	12	15	21	26	25	11	18	10	8	9	3	4	3	3	4	3	4
electric step thru bikes		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	17	22	7	7	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
electric trekking bikes		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	9	14	7	7	8	7	6	7	9	25	9	4	9	7	9	4	8	9	10	12	12
electric vintage bikes		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	47	25	17	33	37	20	25	21	23	22	19	21	7	5	4	4	4	4	4	5	6	5
hub motor kit		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	2	3	2	2	2	2	3	3	2	2	2	2	2	1	1	1	3	2	1	1	1
hybrid bikes for sale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25	42	18	20	19	17	18	17	19	21	20	19	25	22	40	44	45	30	-	30	21	18
retro bikes for sale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43	29	57	58	24	22	14	19	15	14	11	9	12	42	21	76	22	23	15	15
shogun bikes		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	15	6	4	4	4	5	4	4	6	4	4	10	8	8	9	9	7	6	12	6	5
smartmotion ebikes		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	10	9	8	12	12	7	8	7	8	8	8	11	11	11	13	10	5	13	13	10	10
step thru bikes		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	11	8	3	5	2	3	5	2	3	3	3	2	1	2	3	2	2	2	3	2	2
trekking bikes		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23	22	18	13	13	11	11	9	8	6	14	7	6	18	12	16	10	16	23	20	11	12
best electric bikes		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	37	33	22	23	25	18	33	40	55	73	65	39	28	38	12	20	20	16	17	13	36	25
electric bike review		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	88	88	-	51	43	65	86	97	98	96	-	90	-	-	-	-	-	-	26	22	21
