		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-14	2023-03-16	2023-04-14	2023-04-26	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
optometrist macquarie st		11	7	6	7	9	9	9	7	9	11	11	11	11	11	4	9	13	14	15	13	11	5	22	23	28	15	19	20	-	-	-	-	-	-	52	62	65	42
optometrist martin place station		1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	1
optometrist park st		1	2	1	1	4	4	5	3	5	4	7	6	4	3	2	2	2	5	4	3	2	2	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1
optometrist sheraton grand sydney hyde park		2	2	2	2	2	2	1	2	1	1	1	2	1	1	1	1	1	1	-	1	1	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
optometrist st james station		1	1	1	2	2	1	1	1	1	1	2	2	2	3	1	1	1	1	2	3	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2
optometrist sydney		24	23	24	19	18	19	18	26	15	9	8	6	24	13	7	4	6	22	3	3	3	3	2	2	2	2	1	2	1	6	4	1	2	2	3	1	1	1
optometrist sydney cbd		17	25	12	12	10	9	8	9	7	8	5	4	11	7	3	1	1	17	3	1	3	3	1	2	2	4	2	2	2	3	4	2	2	2	4	3	1	1
optometrist sydney eye hospital		34	52	56	57	68	79	65	13	7	5	8	9	6	8	6	11	13	15	21	14	11	48	57	72	65	82	77	62	-	-	-	-	-	-	70	91	89	66
optometrist town hall station		3	3	2	2	2	2	2	2	2	2	1	1	1	1	1	5	3	3	10	6	6	8	5	5	8	9	10	11	11	14	11	18	22	21	14	-	19	13
alcon dailies total 1 contact lenses		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
anti fog for glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	44	14	15	13	16	49	29	34	7	12	7	6	8	5	27	7	24	21	12	14
balmain paris glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	-	-	2	-	2	2	3	3	3	3	2	2	2	2	3	3	5
barton perreira sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	5	4	3	3	2	2	2	2	1	2	2	2	2	2	2	2	2	2
carrera sunglasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	16	10	9	12	14	14	15	13	16	16	15	15	12	14	17	20	20	22	17
cartier glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	5	5	5	5	4	35	42	6	6	4	6	5	6	6	8	6	6
celine glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	3	3	7	6	5	3	2	1	1	1	1	1	1	1	1	1	1
chopard glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	5	3	2	2	2	2	2	2	3	3	2	2	3	3	3	2	3	3	4
chrome hearts glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	17	-	-	-	2	1	1	1	1	1	1	1	1	1	1	1	2	2
diabetes eye test sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	11	3	4	4	4	7	5	5	7	6	7	5	6	3	3	19	4	4	4
dita glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	14	6	6	7	7	8	7	6	8	8	7	6	6	7	7	7	5	5	5
essilor varilux x lenses		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	5	5	5	10	8	5	7	14	8	16	8	11	11	10	10	9	8
face a face glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	10	11	10	8	9	4	4	4	4	4	2	2	3	3	3	3	5	3	4
gucci glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	14	19	20	9	8	12	14	7	10	12	7	7	10	10	9	7	6	11	10
j&j acuvue oasys contact lenses		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lindberg glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	5	5	5	4	5	5	5	5	6	6	3	3	4	6	8	5	6	5	7
lunor glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	2	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3
masunaga glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	4	4	5	6	6	6	6	5	6	7	8	7	6	7	8	5	5
maui jim glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	-	-	21	16	2	2	2	1	1	2	2	2	2	1	1	2	2	5	3
moscot glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	6	5	7	5	6	5	4	4	3	3	4	4	3	6	6	8	8
porsche glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	3	3	3	3	3	3	4	3	3	2	4	4	4	3	4	4	7
prodesign glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	6	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2
raen sunglasses		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	-	20	19	24	26	39	33	30	27	18	19	19	25	17	11	9	13
rudy project glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	6	13	-	17	16	7	4	5	4	4	4	3	3	4	3	2	4	2
saint laurent glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	3	2	3	3	1	5	5	5	6	5	5	5	4	7	4	4
small round glasses		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tokai lenses		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	3	12	13	16	5	6	5	5	5	5	7	8	7	16	6	6	6
tom ford glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	2	2	1	2	4	2	4	5	-	6	6	6	7	5	5	5	7	6	4
victoria beckham glasses sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	1	1	1	1	1	2	1	2	1	1	2	1	5	1	3	3	3
zeiss lens wipes australia		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	15	17	15	18	17	12	16	2	2	7	17	15	19	14	11	16	12	11
zeiss lenses		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24	25	43	32	22	24	37	43	33	44	38	42	37	19	42	37	41
contact lenses		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	58	29	52	44	51	-	59	52	44	59	77	77	82	-	-	86	74	89	-	81
contact lenses QVB		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1
contact lenses wynyard station		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	10	2	3	2	3	3	5	3	3	22	40	23	16	-	19	4	5	5	4
eye care westfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	3	4	5	1	3	1	4	2	3	2	3	2	2	2	4	4	7	5	1
eye care wynyard station		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	5	6	6	5	8	6	7	34	-	-	-	-	-	7	3	4	3
eye test QVB		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	2	1	-	1	1	2	2	3	2	3	3	4	2	2	2	2	1	1
eye test westfield sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
eye test wynyard station		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	31	4	5	3	5	3	7	4	7	-	-	-	-	-	-	10	10	13	7
optometrist chifley plaza		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	5	6	5	5	3	3	1	1	1	1
optometrist chifley tower		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	3	3	4	4	3	3	1	1	1	1
optometrist pitt st mall		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	5	3	3	3	3	3	3	3	2	1	1	1	3	3	1	1	3	3	3
optometrist QVB		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	3	2	2	3	3	2	3	3	3	3	3	2	2	2	2	2	2
optometrist sydney cbd westfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
optometrist sydney westfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	2	1	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
optometrist westfield sydney		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	3	3	3	-	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
optometrist wynyard station		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	6	7	7	9	8	8	6	-	-	-	-	-	-	7	9	12	6
westfield glasses store		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	4	3	4	8	4	6	8	7	5	5	6	7	5	5	7	7	7	3	3
westfield optometrist		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	4	4	4	3	4	4	3	3	2	2	2	3	2	3	4	3	7	6	1
westfield shopping centre optometrist		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	3	4	4	2	6	5	6	6	5	6	3	3	3	4	6	8	8	5	1
westfield sydney eye care		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
westfield sydney eye exam		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
westfield sydney eye test		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
westfield sydney optical		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	3	3	-	3	3	2	2	2	2	2	2	3	2	1	1	1	2	1
westfield sydney optometrist		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
