		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
mercedes service research		1	1	1	1	1	1	2	3	1	2	2	2	2	5	6	5	2	2	5	4	5	5	5	3	3	3	3	3	3	2	2	3	3	31	3	4	3
mitsubishi service briar hill		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mitsubishi service eltham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nissan service briar hill		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
nissan service montmorency		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
subaru garage briar hill		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
subaru garage bundoora		5	6	5	3	4	4	5	11	10	9	5	5	4	6	3	4	5	6	5	5	5	12	16	14	7	6	6	5	5	6	6	5	5	11	15	6	13
subaru garage diamond creek		1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
subaru garage eltham		1	1	2	3	3	3	3	3	1	2	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1
subaru garage st helena		1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
subaru repair eltham		1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1
subaru repair greensborough		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1
subaru repair montmorency		1	1	1	2	2	1	1	1	1	1	1	1	1	2	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
subaru repair research		2	1	1	2	2	1	2	1	3	5	4	3	4	4	3	5	7	1	7	10	8	2	7	1	6	12	11	3	3	3	5	4	3	3	3	11	16
subaru repair st helena		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
subaru repair templestowe		2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	2	1	2	2	2	1	2	2	2
subaru repair yallambie		1	1	1	1	1	2	1	1	2	2	2	2	2	2	4	3	3	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
subaru service briar hill		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
subaru service bundoora		5	5	4	5	5	5	5	7	6	4	5	5	5	11	3	3	5	5	5	5	5	5	7	10	5	4	4	5	6	6	5	6	5	4	5	5	6
subaru service diamond creek		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
subaru service eltham		1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
subaru service greensborough		1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1
subaru service st helena		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31	1	1	1	1	1	1	1	1
subaru specialist templestowe		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	11	2	2	2
subaru specialist yallambie		1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
toyota service centre diamond creek		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
toyota service greensborough		1	1	1	1	1	1	1	2	2	2	3	2	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
volkswagen service eltham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
light truck servicing Eltham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
truck servicing eltham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
