		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-10	2022-11-17	2022-12-15	2023-01-03	2023-02-17	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-10	2024-08-16	2024-09-20	2024-10-18	2024-11-14
female physiotherapist coburg		2	2	2	3	3	2	2	2	2	3	3	4	4	2	2	4	4	3	3	5	5	4	5	5	7	5	6	5	6	7	6	6	5	5	6	7	7
headache treatment coburg		9	10	11	13	12	9	7	12	12	12	12	9	11	10	10	7	8	9	12	9	9	8	10	8	6	8	5	7	15	8	6	5	5	7	7	39	7
heel pain coburg		11	11	19	18	13	13	12	15	12	12	15	14	14	12	16	10	8	12	10	9	9	10	9	12	11	11	13	13	13	10	11	10	10	17	12	16	16
lower back pain treatment coburg		8	7	5	9	7	8	8	9	10	9	10	8	8	8	8	8	8	11	9	7	7	9	9	9	9	9	9	10	15	7	11	7	4	7	7	6	4
massage coburg		20	22	26	41	25	25	30	42	28	38	39	37	41	28	28	31	37	32	30	34	33	31	33	39	34	70	-	-	-	-	91	89	80	68	-	-	-
neck pain treatment coburg		6	6	6	7	5	7	5	6	8	8	10	5	5	5	4	4	5	6	5	2	3	1	5	2	2	2	2	2	8	2	3	2	2	11	3	2	1
physio coburg		5	6	6	7	5	7	5	8	7	8	6	6	6	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5
physiotherapy coburg		5	7	6	7	9	6	5	8	9	8	5	7	6	4	5	4	3	3	4	4	4	4	4	5	4	4	4	4	4	4	4	4	3	4	4	4	4
podiatry coburg		56	20	58	60	63	54	52	55	56	32	28	25	25	20	21	21	24	21	18	21	38	31	46	41	48	49	65	63	75	-	-	68	60	84	71	71	84
shoulder pain treatment coburg		4	4	4	5	4	4	3	2	3	3	4	3	2	2	2	1	2	5	5	5	2	3	2	3	2	3	3	4	7	5	5	4	3	13	4	4	2
sport physio coburg		2	3	3	4	3	3	3	6	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	4	3	3	3	3	3	3	3	3	3
sports physiotherapy coburg		2	3	3	3	3	3	3	5	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	3	3	3	3	3	3	3	2	3	3	3	3
physio gladstone park		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
physiotherapy gladstone park		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sports physiotherapy gladstone park		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
clinical pilates keilor		3	3	2	2	2	2	2	2	3	3	3	3	3	4	2	4	4	4	5	6	3	2	2	4	5	3	4	4	3	3	3	4	2	4	4	5	6
dry needling keilor		5	5	5	5	6	5	5	4	5	5	6	5	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	3	3	3	4	3	4	3	3	7	3
female physiotherapist keilor		2	4	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	2	5	5	3	4	4	4	2	3	3	2	3	3	3	4	5	4	5	6	6
headache treatment keilor		3	3	3	3	3	3	2	2	2	2	1	1	1	1	1	1	1	1	3	2	2	2	3	2	2	2	3	3	2	2	2	2	2	3	3	2	2
lower back pain keilor		1	1	2	1	2	2	3	3	5	5	5	5	5	4	5	3	4	3	2	2	2	2	3	3	3	4	3	4	4	3	2	2	3	2	2	4	3
neck pain treatment keilor		2	4	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	3	3	2	2	3	3	4	3	4
physiotherapy keilor		3	5	2	4	3	2	2	2	4	3	3	3	2	2	2	2	2	2	2	2	3	2	3	3	4	4	5	5	5	4	4	4	4	3	3	4	4
clinical pilates lalor		2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	-	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3
dry needling lalor		2	2	1	2	3	2	2	2	1	2	2	2	2	2	2	3	3	3	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
female physiotherapist lalor		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
headache treatment lalor		2	2	3	2	2	3	2	3	4	4	3	4	3	4	4	3	2	2	2	2	2	2	4	3	4	2	2	2	2	2	1	1	1	1	1	1	1
heel pain lalor		6	3	3	4	4	5	3	4	4	6	6	6	6	6	5	3	2	1	1	3	1	2	1	1	1	1	2	3	3	3	2	2	2	3	3	3	3
lower back pain treatment lalor		2	5	2	3	3	5	3	4	5	4	3	3	3	3	2	3	3	2	2	3	2	3	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1
neck pain treatment lalor		2	2	1	2	2	2	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	2	1	2	2	1	1	1	2	1	1	1	1	2	2	1	1
physio lalor		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
physiotherapy lalor		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
shoulder pain treatment lalor		3	3	2	2	2	2	2	3	2	3	4	4	3	3	3	3	3	3	2	2	2	2	3	3	3	3	2	2	2	2	2	2	2	3	3	3	3
sport physio lalor		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sports physiotherapy lalor		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
children's podiatry preston		2	3	2	2	1	1	1	1	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	2	3	2
clinical pilates preston		1	1	1	1	1	2	1	2	4	5	5	6	5	4	5	4	2	1	2	2	3	1	2	2	2	2	3	2	2	4	3	2	3	1	2	2	2
diabetic podiatry preston		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
dietician preston		2	2	2	2	2	3	3	4	4	42	4	4	5	5	8	4	3	3	3	3	3	2	2	4	5	2	2	2	2	3	3	2	1	3	3	3	3
dry needling preston		1	1	1	1	1	1	1	2	2	2	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	4	4	3
female physiotherapist preston		4	4	5	5	3	5	3	4	5	6	6	6	5	5	5	5	5	5	5	5	5	4	7	8	9	8	9	14	13	11	13	13	14	10	12	12	13
headache treatment preston		8	6	4	5	4	3	4	4	5	4	10	6	8	7	7	6	4	3	4	3	1	4	5	4	4	3	4	8	9	4	5	5	7	5	6	6	5
heel pain preston		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
lower back pain treatment preston		2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	2	1
massage preston		18	28	39	42	30	38	26	27	19	24	20	28	26	30	18	14	13	9	7	6	6	6	59	6	4	4	7	7	11	17	13	6	9	12	10	13	9
moon boot preston		2	3	3	3	4	4	5	5	9	8	6	10	4	4	4	4	4	4	4	4	5	4	5	5	4	5	5	5	16	13	6	18	13	12	14	12	5
neck pain treatment preston		2	7	2	2	2	2	2	4	4	5	2	4	2	2	2	1	1	1	1	1	1	1	3	2	2	1	1	1	1	2	2	2	1	2	2	6	1
orthotics preston		2	1	1	1	2	3	2	2	2	3	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1
osteo preston		7	8	6	7	7	7	7	7	7	6	7	6	6	5	5	5	5	4	3	3	3	5	5	6	5	7	6	7	7	6	8	9	5	9	6	11	6
osteopath preston		8	9	8	9	8	8	9	8	9	10	8	8	7	7	7	6	7	6	3	3	2	4	9	7	7	10	7	7	9	7	6	6	5	7	8	8	7
physio preston		2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	4	4	6	5	5	3	4	4
physiotherapy preston		2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	3	3	3	4	5	5	5	4	5	4
podiatry preston		2	4	2	3	3	5	2	5	4	2	3	3	4	4	4	3	1	1	1	1	4	4	3	3	4	4	4	4	4	4	4	5	5	4	5	21	5
rehabilitation centre preston		1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	9	2
shoulder pain treatment preston		4	7	5	4	3	3	3	3	4	5	4	5	4	5	5	7	6	9	9	8	5	7	6	7	9	9	10	9	8	9	8	9	7	10	11	13	11
sport physio preston		1	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	4	3	3	3	3	3	2	3	3	3	3	2	5	5	3	4	6	5	4	5
sport podiatrist preston		1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
sports physiotherapy preston		1	2	2	2	2	1	2	2	2	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	4	3	3	4	3	3	4	6	5	4	5
clinical pilates reservoir		3	3	2	2	3	3	2	3	3	3	3	4	4	5	5	6	3	4	3	3	3	3	3	4	4	3	2	3	2	2	2	2	2	3	3	4	2
dry needling reservoir		2	4	2	2	3	3	2	3	3	3	1	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	3	3	2	2	2	2	2	2	1	2	1
female physiotherapist reservoir		4	3	5	6	6	5	5	6	3	5	5	5	6	4	7	6	5	3	4	3	3	3	4	3	3	4	4	3	5	3	4	3	3	3	6	18	6
headache treatment reservoir		5	3	3	4	4	4	5	6	8	12	11	7	7	5	5	4	3	4	5	4	3	4	3	2	2	3	4	3	3	2	4	3	2	2	2	2	3
lower back pain reservoir		2	4	4	3	2	2	2	3	3	4	6	4	4	5	2	3	4	2	3	4	2	2	2	3	3	3	3	4	6	4	3	6	3	3	61	65	11
neck pain treatment reservoir		4	3	4	3	3	3	3	3	5	5	5	4	5	4	4	2	2	2	4	3	2	3	2	2	2	3	3	3	3	3	3	3	3	3	4	4	4
physiotherapy reservoir		4	4	3	3	3	3	3	6	6	5	3	4	3	4	4	4	3	3	2	2	2	3	2	2	3	3	4	4	4	4	4	4	3	4	3	5	4
podiatry reservoir		13	13	11	13	14	12	13	12	12	13	13	11	13	13	13	11	11	10	9	10	9	12	14	11	11	13	14	11	12	11	11	11	12	15	13	19	13
shoulder pain treatment reservoir		3	2	2	2	15	16	19	-	3	3	-	3	-	2	3	3	3	3	-	-	2	3	3	2	2	-	2	-	29	-	-	2	2	3	3	-	-
clinical pilates sydenham		3	4	2	4	4	4	3	5	4	4	6	5	4	4	4	5	4	4	3	3	3	4	4	4	3	3	2	3	3	4	2	3	4	4	5	4	3
dry needling sydenham		2	2	1	2	1	2	2	1	1	2	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1	4	2
female physiotherapist sydenham		3	3	2	2	2	2	2	2	2	7	2	2	2	2	2	2	3	3	2	2	2	2	3	3	3	3	2	2	2	2	2	2	1	3	3	2	3
headache treatment sydenham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1
heel pain sydenham		10	7	9	10	8	10	8	10	10	8	5	7	5	6	5	5	3	4	5	5	5	4	5	4	5	4	4	3	2	3	2	2	3	3	4	3	4
lower back pain treatment sydenham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
massage sydenham		24	24	21	15	24	19	11	11	13	12	11	8	10	10	9	7	7	8	7	9	7	8	8	9	8	11	9	9	10	10	14	9	31	33	8	68	7
moon boot sydenham		1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
neck pain treatment sydenham		1	2	2	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
osteo sydenham		3	2	4	2	4	14	10	15	23	18	25	17	16	16	17	15	16	15	13	17	15	13	9	9	9	11	12	10	10	10	8	10	11	13	9	12	9
osteopath sydenham		5	5	5	4	7	10	7	16	12	9	14	14	11	11	13	13	13	12	12	13	9	12	14	12	13	10	10	10	14	15	11	11	11	13	14	9	5
physio sydenham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
physiotherapy sydenham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rehabilitation centre sydenham		2	4	3	3	3	6	4	6	5	4	5	4	6	4	4	3	9	6	7	10	4	3	7	7	6	5	5	5	3	3	2	2	6	5	2	2	1
shoulder pain treatment sydenham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sport physio sydenham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sports physiotherapy sydenham		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
moon boot taylors hill		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
physio taylors hill		3	3	2	1	2	2	2	2	2	2	2	2	2	3	2	2	2	3	3	2	4	2	4	5	3	3	4	4	4	4	2	2	2	4	5	5	5
physiotherapist taylors hill		3	3	3	1	3	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	4	2	3	4	4	4	4	4	4	3	3	2	2	3	5	4	3
clinical pilates taylors lakes		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
dry needling taylors lakes		3	2	1	2	2	2	2	2	2	1	2	3	3	3	3	1	1	1	1	1	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2
female physiotherapist taylors lakes		2	3	3	3	3	3	2	2	2	3	3	3	4	3	3	4	5	5	3	4	3	3	3	3	3	3	3	3	3	3	4	5	3	4	6	6	6
headache treatment taylors lakes		1	1	2	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
lower back pain treatment taylors lakes		1	1	1	1	1	1	2	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
neck pain treatment taylors lakes		1	2	1	2	2	1	2	2	3	2	3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
osteo taylors lakes		7	9	10	11	13	13	11	12	16	16	10	11	10	13	12	13	14	13	11	11	12	12	20	9	11	10	12	7	10	7	8	13	12	11	12	11	10
osteopath taylors lakes		6	7	11	11	12	17	12	11	20	19	16	16	17	14	14	13	15	13	12	11	10	15	12	10	12	12	12	10	10	8	9	10	11	15	12	13	14
physio taylors lakes		2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
physiotherapy taylors lakes		2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	-	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2
rehabilitation centre taylors lakes		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
shoulder pain treatment taylors lakes		1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sport physio taylors lakes		2	2	2	1	1	1	2	2	2	3	2	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
sports physiotherapy taylors lakes		3	3	2	2	2	2	2	2	2	3	2	2	2	3	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
clinical pilates thomastown		4	5	4	4	4	3	4	4	3	5	4	4	4	5	4	3	4	3	3	3	3	5	5	4	4	4	5	4	4	4	3	3	3	3	3	3	3
dry needling thomastown		4	4	3	3	3	3	3	4	4	2	2	3	3	4	3	4	2	4	4	5	4	4	5	5	6	6	5	6	7	7	7	6	5	4	4	4	4
female physiotherapist thomastown		1	1	1	1	1	2	2	2	2	3	3	3	2	3	2	2	3	3	3	3	2	2	2	3	2	2	3	3	2	1	1	1	1	1	1	1	2
headache treatment thomastown		2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	5	6	5	5	5	3	4	4	4	3	4	3	3	3	4	3
heel pain thomastown		10	7	4	8	8	8	9	9	9	10	8	10	7	9	8	7	3	3	3	3	4	5	5	7	6	4	5	5	7	12	5	7	5	9	8	8	7
lower back pain treatment thomastown		3	3	2	3	3	2	2	3	3	3	3	3	3	5	5	4	5	2	2	2	2	4	3	6	1	3	1	1	1	1	2	1	1	2	2	4	1
neck pain treatment thomastown		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
physio thomastown		2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2
physiotherapy thomastown		2	5	3	3	3	2	2	3	3	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2	3	2	3	2	2	2	2
shoulder pain treatment thomastown		1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	3	2	2	2	2	2
sport physio thomastown		1	2	2	2	1	2	1	1	1	2	2	2	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sports physiotherapy thomastown		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
clinical pilates thornbury		8	8	5	7	7	7	8	7	8	12	10	8	7	7	7	7	7	8	9	9	8	9	8	12	10	11	14	13	11	11	11	12	14	12	12	9	10
lower back pain thornbury		10	11	9	8	6	6	6	8	7	12	11	7	6	4	4	3	3	4	4	3	3	3	4	4	2	6	4	5	2	4	4	2	1	1	2	2	2
physiotherapy thornbury		7	8	6	6	6	5	4	6	6	7	6	6	7	6	6	5	5	6	14	8	8	8	7	7	8	9	11	10	8	8	9	7	7	7	9	10	8
sport physiotherapy thornbury		8	10	9	9	9	9	8	10	11	11	9	9	7	8	8	8	7	10	14	11	10	9	11	13	11	13	19	17	14	12	13	9	11	13	12	13	11
clinical pilates eaglemont		-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2
clinical pilates heidelberg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	6	7	6	6	5	7	7	9	7	4	6	7	8	8	8	8	6	7	8	9	9	8
clinical pilates ivanhoe		-	-	-	-	-	-	-	-	-	-	-	-	-	-	41	6	35	6	6	6	8	4	9	8	8	9	8	10	11	11	11	9	8	11	10	12	10
clinical pilates macleod		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	4	2	3	3	2	2	3	3	3	4	4	4	4	3	3	5	6	6	6	6	5
clinical pilates rosanna		-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	3	3	4	4	4	4	5	4	4	4	4	4	4	4	4	3	3	4	4	4	5	5
clinical pilates viewbank		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	2	2	2	2	2	3	2	2	3	2	3	1	1	1	1	1	1	1	1
osteo eaglemont		-	-	-	-	-	-	-	-	-	-	-	-	-	-	33	35	35	31	28	26	25	8	9	8	9	8	9	9	9	10	8	12	9	11	12	10	10
osteo heidelberg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	49	24	24	24	23	18	18	20	23	26	15	17	19	22	-	18	33	32	29	35	34	31	25
osteo ivanhoe		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	16	16	14	14	17	19	20	19	15	13	15	12	17	14	16	33	35	37	28	33	29
osteo macleod		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	43	13	10	12	11	12	13	13	14	15	13	14	14	19	16	12	29	24	26	10	10
osteo rosanna		-	-	-	-	-	-	-	-	-	-	-	-	-	-	38	10	10	10	10	9	9	11	14	17	16	15	19	20	14	15	17	9	14	17	14	15	18
osteo viewbank		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	5	4	5	3	5	5	6	5	5	4	4	5	5	5	3	2	3	3	4	4	4
osteopath eaglemont		-	-	-	-	-	-	-	-	-	-	-	-	-	-	33	32	30	28	27	23	29	8	8	8	8	10	10	10	9	11	8	-	8	12	8	10	10
osteopath heidelberg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	56	24	23	24	25	21	15	22	24	26	12	17	16	14	15	13	37	36	32	35	36	28	25
osteopath ivanhoe		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	21	16	13	12	17	19	19	17	16	13	31	33	37	-	36	43	44	45	40	42	39
osteopath macleod		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	11	13	10	12	12	12	15	12	10	16	13	12	13	13	15	13	25	21	15	-	11
osteopath rosanna		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	9	9	9	9	7	8	8	10	13	13	14	13	11	11	11	12	20	24	23	13	14
osteopath viewbank		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	3	2	3	4	4	5	6	6	6	4	5	5	5	7	4	3	3	3	3	4	4
osteopathy ivanhoe		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	-	21	17	18	17	19	22	23	20	16	47	30	36	32	34	64	49	48	39	36	35
osteopathy heidelberg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	56	27	28	26	27	21	25	24	27	33	31	33	18	36	34	15	37	42	35	47	42	44	37
physiotherapy eaglemont		-	-	-	-	-	-	-	-	-	-	-	-	-	-	19	2	2	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1
physiotherapy heidelberg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	62	14	14	7	7	3	6	9	7	7	6	6	6	6	6	6	7	7	8	8	7	7	6
