		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-21	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-07	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-07	2023-09-15	2023-09-18	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-12	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
physio essendon		19	21	20	20	17	19	21	30	25	26	18	19	22	19	18	18	13	16	15	16	15	16	18	17	17	16	19	20	20	18	35	44	43	35	36	28	28	29
physio keilor		15	17	15	17	12	17	15	19	18	17	11	8	8	8	8	8	9	14	12	10	14	14	26	26	33	15	28	36	40	33	50	45	39	38	34	30	12	19
foot clinic avondale heights		4	5	5	7	9	7	7	5	8	8	6	6	6	7	7	6	7	8	6	7	7	6	7	6	8	7	6	5	5	6	5	5	5	3	4	5	4	4
physio moonee ponds		10	9	8	8	8	7	8	8	9	8	7	6	4	5	3	6	9	9	7	5	5	6	9	9	8	4	4	3	2	6	6	7	9	6	5	2	3	2
foot clinic brunswick		12	13	11	12	12	12	14	13	15	14	13	11	10	10	9	9	16	17	12	9	9	9	9	11	12	10	10	10	9	11	19	16	25	26	26	23	37	28
physio niddrie		11	21	18	17	18	14	13	20	17	18	9	9	8	7	16	16	18	21	18	13	23	37	28	30	32	13	14	22	11	15	40	31	37	32	24	19	11	14
foot clinic essendon		20	21	25	23	20	31	17	27	27	24	17	17	20	20	13	17	30	31	23	24	32	33	38	38	30	24	23	30	25	24	40	24	38	35	33	31	39	31
foot clinic keilor		21	11	12	13	10	12	13	21	22	16	14	13	13	14	12	14	19	15	14	13	16	14	16	14	18	16	17	17	16	19	22	22	20	66	21	20	17	13
foot clinic moonee ponds		8	6	5	5	5	4	6	8	7	8	3	3	3	3	3	3	4	4	2	2	2	2	2	2	2	2	3	3	2	2	3	4	3	3	3	3	3	1
foot clinic niddrie		9	10	8	8	7	7	6	9	7	7	6	5	6	7	7	7	9	9	9	8	10	10	12	12	14	13	12	13	14	14	11	16	14	13	13	13	11	10
foot clinic pascoe vale		11	10	9	9	9	9	7	9	12	12	10	10	10	10	9	9	12	14	9	8	9	8	10	10	11	9	8	8	7	9	9	10	9	8	7	6	6	7
physiotherapy pascoe vale		8	7	7	9	8	10	9	11	10	10	8	7	7	7	7	7	9	11	7	8	12	11	14	14	14	13	11	14	13	9	9	11	10	9	9	10	9	10
neck pain treatment ascot vale		3	5	3	4	4	4	4	4	7	7	4	4	6	6	4	4	4	8	7	6	8	6	11	11	8	4	4	4	4	4	4	4	9	4	4	3	4	5
podiatrist ascot vale		5	4	2	2	3	3	4	6	7	6	1	1	2	1	2	3	4	6	6	3	6	3	6	6	10	7	7	7	6	6	6	8	8	5	7	7	8	7
podiatrist brunswick		17	23	22	24	25	22	25	25	25	28	25	16	15	15	11	11	23	26	15	8	-	9	14	14	13	9	12	11	12	13	9	16	14	9	9	10	14	16
neck pain treatment essendon		6	9	5	10	7	14	11	15	12	9	11	8	8	11	13	13	17	22	15	19	19	13	15	14	15	9	8	7	8	9	11	13	14	13	12	6	9	10
podiatrist essendon		18	22	18	19	18	21	23	32	32	22	15	16	14	15	23	25	29	25	20	19	22	29	35	36	24	23	35	41	29	69	28	71	31	25	21	22	21	18
podiatrist moonee ponds		7	8	8	8	7	5	7	9	8	7	4	3	2	2	2	2	3	4	2	2	2	2	2	2	3	2	2	2	2	2	2	3	3	2	2	2	2	1
neck pain treatment moonee ponds		3	3	3	5	5	4	3	5	4	4	3	3	3	3	2	2	3	3	3	2	2	2	3	3	3	2	2	2	2	2	2	2	3	1	1	2	1	1
neck pain treatment pascoe vale		3	4	3	3	4	4	6	8	6	7	4	3	4	4	3	3	5	5	3	5	5	6	6	8	6	5	5	5	5	5	5	4	4	6	4	4	3	2
orthotics avondale heights		4	4	1	3	5	4	3	4	4	4	4	4	3	3	1	2	3	2	3	2	3	2	3	4	3	2	2	2	2	2	2	2	2	2	2	2	2	3
orthotics brunswick		12	10	9	11	9	9	9	11	11	10	4	4	3	5	9	8	12	32	18	15	12	17	19	26	18	12	50	46	14	14	14	40	36	15	16	14	15	15
orthotics essendon		8	8	8	12	10	13	9	23	25	17	9	10	10	18	13	15	28	13	21	17	10	9	11	19	14	12	12	13	14	13	14	16	19	16	19	12	14	13
orthotics moonee ponds		6	5	6	4	6	4	7	8	7	6	5	5	5	5	5	4	4	2	2	2	2	-	2	3	4	4	3	3	4	3	3	3	4	4	4	3	2	3
orthotics niddrie		1	1	1	1	2	2	3	3	3	3	2	2	2	2	2	2	6	9	6	6	6	6	8	6	7	6	4	4	4	6	7	9	8	8	8	7	7	7
physio avondale heights		7	7	6	8	7	7	7	10	9	8	4	4	6	6	8	8	8	7	4	3	5	5	7	7	8	5	4	4	3	3	5	7	7	6	5	7	3	7
physiotherapist avondale heights		4	7	7	8	7	8	8	8	8	7	4	4	5	6	7	7	6	5	4	3	4	4	6	6	6	5	4	3	3	4	6	6	7	6	6	6	5	6
physiotherapy keilor		19	20	19	19	18	24	21	21	20	18	12	7	7	8	8	10	14	16	12	13	21	17	35	38	37	32	33	41	44	35	-	46	46	46	36	37	18	24
podiatrist avondale heights		18	29	17	22	31	21	21	20	21	15	9	9	8	9	9	10	17	16	9	8	8	8	9	9	9	8	7	7	8	5	5	6	6	5	7	7	4	5
podiatrist keilor		22	25	18	23	21	24	24	42	38	35	23	21	21	21	14	15	18	20	14	16	24	25	23	24	17	17	17	21	21	20	37	24	30	35	36	26	16	14
podiatrist niddrie		9	8	8	7	6	6	8	9	8	8	8	5	6	6	6	7	9	10	9	9	9	11	11	12	13	11	13	14	13	13	12	17	15	15	14	14	10	7
podiatrist pascoe vale		12	13	8	9	12	9	9	12	19	16	10	10	9	8	9	10	16	17	10	11	12	10	14	15	14	11	8	10	8	7	7	10	8	6	6	8	6	8
podiatry clinic ascot vale		2	3	2	2	3	3	3	4	3	3	2	2	2	2	2	3	4	5	4	2	4	4	5	5	7	4	4	3	3	3	5	5	5	6	4	8	7	8
podiatry clinic avondale heights		6	8	6	6	7	10	8	10	8	9	7	7	6	7	7	6	7	7	7	7	6	6	7	5	6	5	6	5	5	5	4	4	5	4	3	4	3	4
podiatry clinic brunswick		9	10	12	12	11	11	12	14	13	12	10	10	-	8	8	8	15	10	9	7	9	7	9	9	8	9	7	8	9	7	10	11	11	11	9	15	14	14
podiatry clinic essendon		18	21	22	19	18	26	22	30	33	22	17	15	17	19	14	16	24	23	16	17	26	33	36	38	30	22	21	19	22	23	25	22	45	23	18	22	21	18
podiatry clinic keilor		14	17	14	17	13	14	13	17	15	17	16	14	15	12	12	13	16	15	13	15	15	14	17	18	18	18	18	21	20	21	21	19	20	19	22	20	16	14
podiatry clinic niddrie		12	9	8	5	4	4	5	8	5	4	4	4	4	4	4	5	7	7	7	7	7	8	10	12	12	12	14	14	15	11	11	17	14	11	13	10	10	10
podiatry clinic pascoe vale		11	10	8	9	9	9	7	9	9	10	9	8	9	9	8	9	8	12	9	9	8	9	9	10	10	9	11	11	10	9	10	10	9	8	8	9	6	7
podiatry clinic moonee ponds		5	6	6	6	7	6	6	7	7	5	4	3	2	2	3	2	3	3	2	2	1	1	3	2	2	2	2	1	2	2	3	4	4	3	3	3	2	1
foot clinic alphington		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	8	8	8	6	7	8	6	6	5	9	5	9
foot clinic carlton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	55	-	9	10	7	6	8	5	7	12	5	7	7	3	6
foot clinic coburg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	24	25	27	24	23	24	20	15	21	20	23	19
foot clinic collingwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	14	11	11	12	11	13	8	8	10	10	10	12
foot clinic fairfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	10	10	10	8	7	9	9	9	9	9	9	9
foot clinic fitzroy		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	19	19	21	25	23	21	19	23	21	20	21	22	15
foot clinic northcote		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	56	54	15	22	17	17	16	16	16	16	18	11	17	9	13
foot clinic preston		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	11	9	9	8	8	14	8	7	5	6	5	13
foot clinic richmond		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	8	9	7	16	8	8	8	6	9	8	7	8
foot clinic thornbury		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	56	51	7	8	8	8	10	10	8	6	6	6	6	4	5
orthotics alphington		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	7	6	6	5	6	6	6	8	4	4	4	5
orthotics carlton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	10	5	7	6	8	7	7	7	5	5	5	6
orthotics coburg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	54	15	19	20	19	18	18	20	15	14	17	16	16	16
orthotics collingwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	5	4	4	3	3	2	5	3	3	3	3	3
orthotics fairfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	5	6	7	7	7	10	6	10	10	6	6	8
orthotics fitzroy		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	14	21	20	17	20	40	36	21	18	16	15	15
orthotics northcote		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	60	-	8	10	10	11	10	10	9	11	8	7	8	7	7
orthotics preston		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	10	12	13	12	12	13	8	7	5	6	7	12
orthotics richmond		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	12	13	17	13	14	16	13	12	13	10	12	12
orthotics thornbury		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	62	58	6	6	6	7	8	6	7	6	7	6	10	6	6
physio alphington		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	16	16	13	12	12	13	19	21	18	22	25	9
physio carlton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25	49	56	56	52	30	66	58	73	55	62	34	60
physio coburg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	45	35	19	24	18	17	16	15	53	17	16	14	10	12	15
physio collingwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	12	11	13	14	14	17	12	13	14	16	9	10
physio fairfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	32	33	38	38	39	40	33	39	35	23	29	10	31
physio fitzroy		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	22	22	21	18	15	18	29	-	16	14	15	17
physio northcote		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23	28	30	27	22	27	25	22	22	19	23	24	19
physio preston		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	36	34	45	46	55	52	49	39	58	49	42	33	43
physio richmond		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	47	39	56	54	57	57	68	62	58	40	70	59	37
physio thornbury		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	22	30	27	25	27	28	33	22	89	18	15	15
podiatrist alphington		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	10	9	10	8	8	9	8	7	8	8	8	8
podiatrist carlton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	59	69	12	15	9	9	11	12	13	24	10	25	11	8	10
podiatrist coburg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	33	27	28	26	22	40	41	43	38	39	36	49
podiatrist collingwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	12	10	9	10	11	9	9	8	9	9	11	13
podiatrist fairfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	30	37	30	30	33	30	33	28	27	29	25	28	37
podiatrist fitzroy		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	62	-	25	32	40	27	26	25	43	34	34	36	38	31	27
podiatrist northcote		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	61	54	30	36	37	39	56	38	38	34	30	32	29	32	28
podiatrist preston		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	27	27	25	22	23	22	22	18	13	12	12	18
podiatrist richmond		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	26	17	18	34	14	17	33	13	32	13	12	9
podiatrist thornbury		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	46	50	23	13	14	15	14	17	18	22	18	18	9	6	7
womens health physio alphington		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	10	10	11	6	8	6	5	5	4	4	5	5
womens health physio carlton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	7	7	8	7	9	10	8	7	4	5	5	10
womens health physio coburg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	-	7	7	6	6	6	5	6	6	8	6	12	11	10
womens health physio collingwood		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	6	7	6	6	5	7	8	6	6	7	6	7
womens health physio fairfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	8	7	6	6	12	14	5	3	3	3	15	23
womens health physio fitzroy		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	9	11	10	8	7	8	8	7	7	4	7	6
womens health physio northcote		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	11	12	11	11	8	7	8	8	5	7	8	8
womens health physio preston		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	13	12	13	12	14	13	14	13	12	12	15	15
womens health physio richmond		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	15	14	14	10	28	29	25	12	10	7	9	11
womens health physio thornbury		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	9	10	10	10	8	10	9	9	6	4	7	8
