		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-05-31	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
eye test brunswick		8	9	9	9	8	9	6	6	8	8	5	6	6	6	6	6	6	7	7	7	7	6	5	6	5	3	6	7	6	7	5	6	6	6	8	9	8	9
contact lenses thornbury		2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2
contact lenses thomastown		3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	2	2	2	3	2	2	2
contact lenses reservoir		1	1	4	4	3	4	2	3	4	3	5	3	3	3	4	5	9	6	1	6	12	12	5	9	7	18	6	7	4	8	10	5	6	3	11	9	-	5
contact lenses preston		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	1
contact lenses heidelberg		1	1	2	1	2	1	1	1	2	3	2	1	1	1	2	2	3	4	4	4	4	9	4	4	3	2	2	2	3	2	2	3	3	4	4	4	4	4
contact lenses coburg		3	4	4	5	5	3	3	3	3	3	3	3	3	3	4	4	3	2	3	2	2	2	2	4	3	3	3	3	3	3	2	3	2	2	2	2	3	3
contact lenses brunswick		4	4	4	4	4	5	4	4	5	6	5	4	5	4	5	5	5	4	3	3	4	3	3	3	2	2	3	3	2	2	2	2	2	3	3	2	3	4
optometrist northcote		6	6	6	6	6	5	6	6	6	6	4	4	3	5	6	5	6	4	5	6	6	5	6	6	9	6	5	7	6	6	5	5	6	8	8	5	5	7
optometrist heidelberg west		5	4	6	4	6	2	3	4	4	2	3	2	4	3	5	5	4	6	4	4	4	2	4	1	3	2	1	1	1	2	1	1	3	2	2	2	2	2
eye test northcote		5	5	5	5	5	5	5	5	5	5	4	4	3	4	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	4	3	4	5	5	5	5	5
eye test heidelberg west		3	5	3	4	3	2	1	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	1	3	3	3	2	2	3	3	2	3	2	2
contact lenses northcote		3	2	3	3	3	3	3	4	3	6	1	2	1	1	2	2	1	1	1	1	1	1	2	1	2	3	3	3	1	1	1	1	2	2	3	3	3	2
contact lenses heidelberg west		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
prescription sunglasses preston		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
prescription sunglasses reservoir		1	1	2	1	2	1	1	2	5	3	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	3	4	4	3	2	4	2	5	2	3
prescription sunglasses thornbury		3	4	5	4	4	3	3	3	3	3	2	3	1	1	1	1	3	2	1	2	2	1	1	2	2	2	1	2	1	1	1	1	1	1	1	2	2	3
prescription sunglasses heidelberg		3	2	3	3	3	4	1	3	3	8	2	2	2	1	2	3	2	2	3	3	3	3	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2
prescription sunglasses northcote		4	5	6	9	5	5	6	5	4	4	2	4	2	2	5	6	5	6	3	6	6	2	1	4	3	2	2	1	1	1	1	2	3	4	2	2	3	3
sports prescription glasses preston		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sports prescription glasses reservoir		8	4	2	1	2	-	-	-	3	3	3	5	6	1	2	2	2	2	2	3	2	6	-	2	2	-	2	2	2	-	-	2	2	2	2	2	1	1
sports prescription glasses heidelberg		2	1	2	2	1	2	1	2	2	3	1	1	1	1	2	2	2	2	-	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
sports prescription glasses northcote		2	2	4	2	2	3	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family eye care preston		1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	2	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
family eye care reservoir		1	3	2	2	2	2	2	1	2	1	4	1	3	3	3	1	1	2	2	3	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2
family eye care thornbury		5	3	3	3	6	3	7	6	7	9	4	5	4	6	3	2	2	2	5	7	5	2	3	3	2	8	2	2	2	2	3	2	2	2	2	3	3	2
family eye care heidelberg		3	3	5	4	4	4	3	3	4	4	7	6	5	6	5	3	7	3	2	3	3	3	3	2	2	2	2	2	2	2	2	2	2	4	3	3	3	3
family eye care northcote		3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
