		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-05	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-17	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
dry eyes macksville		1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2
dry eyes port macquarie		1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
dry eyes south west rocks		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
eye screening crescent head		-	-	-	-	-	-	-	-	-	-	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
eye screening kempsey		-	-	-	-	-	-	-	-	-	-	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	3	2	1	1	1
eye screening macksville		-	-	-	-	-	-	-	-	-	-	4	5	2	2	4	6	4	2	3	3	2	3	3	3	3	2	2	2	2	2	2	2	3	2	2	3	3
eye screening port macquarie		-	-	-	-	-	-	-	-	-	-	7	6	6	7	7	4	7	6	7	5	4	4	3	3	3	3	3	3	3	3	3	3	3	4	4	4	6
eye screening south west rocks		-	-	-	-	-	-	-	-	-	-	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2
eye test crescent head		1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
eye test kempsey		2	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
eye test macksville		4	4	4	4	4	4	3	4	4	4	4	4	3	3	3	5	4	3	4	4	3	3	3	2	2	2	2	3	3	2	2	2	2	2	2	2	2
eye test port macquarie		6	6	7	8	8	8	8	7	8	7	8	6	6	7	7	6	8	7	6	6	8	8	5	5	4	7	6	5	5	5	4	5	6	6	6	7	6
eye test south west rocks		2	2	3	3	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2
family eye care crescent head		-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family eye care kempsey		-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
family eye care macksville		-	-	-	-	-	-	-	-	-	-	2	2	2	2	2	3	2	2	3	3	3	2	3	2	2	2	2	3	3	2	2	2	2	2	2	3	4
family eye care port macquarie		-	-	-	-	-	-	-	-	-	-	3	3	3	4	3	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
family eye care south west rocks		-	-	-	-	-	-	-	-	-	-	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	1	1	1
kids optometrist crescent head		-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kids optometrist kempsey		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kids optometrist macksville		3	2	2	2	2	2	1	3	2	3	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
kids optometrist port macquarie		3	3	5	7	5	6	5	3	3	3	4	2	3	4	3	2	3	3	3	4	2	1	2	3	3	3	2	3	3	1	3	1	3	4	7	4	4
kids optometrist south west rocks		2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2
myopia control crescent head		-	-	-	-	-	-	-	-	-	-	1	1	-	-	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
myopia control kempsey		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
myopia control macksville		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
myopia control port macquarie		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2
myopia control south west rocks		-	-	-	-	-	-	-	-	-	-	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
optometrist crescent head		1	1	1	1	1	1	1	1	1	1	1	3	3	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
optometrist kempsey		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
optometrist macksville		4	4	3	4	4	5	3	4	4	4	4	3	3	3	3	4	4	3	4	4	4	5	3	3	3	4	4	4	10	4	4	2	2	3	2	3	3
optometrist port macquarie		13	12	10	11	12	8	9	10	9	9	9	9	8	9	9	7	9	8	8	7	8	8	7	6	4	8	6	4	4	6	6	7	7	8	7	7	9
optometrist south west rocks		4	3	4	4	4	4	1	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	3	3
optometry crescent head		-	-	-	-	-	-	-	-	-	-	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
optometry kempsey		-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
optometry macksville		-	-	-	-	-	-	-	-	-	-	4	3	3	3	3	4	5	4	3	4	5	7	4	3	3	4	4	3	7	5	5	3	3	3	3	3	3
optometry port macquarie		-	-	-	-	-	-	-	-	-	-	9	8	9	9	7	6	8	8	8	7	8	8	6	5	4	8	4	4	4	6	6	7	6	7	7	7	8
optometry south west rocks		-	-	-	-	-	-	-	-	-	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2
prescription sunglasses crescent head		-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
prescription sunglasses kempsey		-	-	-	-	-	-	-	-	-	-	3	4	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
prescription sunglasses macksville		-	-	-	-	-	-	-	-	-	-	3	3	2	3	3	4	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
prescription sunglasses port macquarie		-	-	-	-	-	-	-	-	-	-	10	10	11	12	8	4	4	3	5	3	6	4	5	5	2	2	2	2	4	3	4	8	7	5	9	12	13
prescription sunglasses south west rocks		-	-	-	-	-	-	-	-	-	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2
sunglasses shop crescent head		-	-	-	-	-	-	-	-	-	-	6	4	8	4	4	4	4	4	1	2	2	1	3	3	1	1	1	3	2	2	2	2	3	7	1	2	3
sunglasses shop kempsey		-	-	-	-	-	-	-	-	-	-	10	10	8	9	8	4	1	4	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sunglasses shop macksville		-	-	-	-	-	-	-	-	-	-	9	7	6	6	5	5	2	2	2	4	2	2	4	5	3	3	2	2	2	3	3	2	2	3	2	2	2
sunglasses shop port macquarie		-	-	-	-	-	-	-	-	-	-	37	34	33	28	32	23	48	49	36	35	20	18	15	15	16	16	14	27	21	20	17	29	23	22	23	26	29
sunglasses shop south west rocks		-	-	-	-	-	-	-	-	-	-	11	10	7	5	8	9	6	4	3	3	5	5	3	3	6	4	4	8	6	11	9	9	7	3	4	5	6
